stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,2082.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,245.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,85.81,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,2.63,0,13.14,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,5,1,0,2,0,0,0,3,0,2,1,0,1,0,0,0,2,0,0,0,40,3,2,2,0,0,12,0,0,1,5,2,23,0,0,0,0,0
 24-34,0,0,0,0,4.1,0,0,9.85,0,0.82,0,3.28,0,1.64,2.46,0,4.93,0,0.82,0,8.21,0,0,4.1,167.45,6.57,7.39,4.93,0,0,51.71,0,0,0.82,1.64,1.64,29.55,0,0,12.31,0,0
 36-46,0,0,0,0,2.42,0,0,21.75,0,0,0,8.06,0.81,0,0.81,0.81,0,0,3.22,1.61,10.47,2.42,0.81,0,157.11,12.09,8.86,1.61,0,0,70.09,0,0.81,0.81,0,0,37.87,0,0,11.28,0,0
 48-58,0,0,0,0.57,3.44,0,0,59.68,1.72,0.57,0.57,22.95,0,0,0.57,0.57,3.44,0,2.87,0,10.33,3.44,0.57,3.44,81.48,4.59,6.89,0.57,0,0,38.44,0,0,0,0,0,33.85,0,0,8.61,0,0
 60-70,0,0,0,0,5.89,0,0,81.47,5.89,0.98,0,45.15,1.96,0.98,0,0.98,0,0.98,0.98,0.98,13.74,3.93,2.94,2.94,72.63,3.93,4.91,3.93,0,0,51.04,0,0,0,0,0,13.74,0.98,0.98,10.8,0.98,0
 72-82,0,0,1.96,0,17.67,0,0,89.33,1.96,2.94,0,43.19,4.91,0,1.96,1.96,1.96,0.98,2.94,0.98,29.45,1.96,0.98,1.96,49.08,0,7.85,2.94,0,0,56.94,0,0,0,0,0,9.82,3.93,2.94,36.32,3.93,1.96
 84-94,0,0,0,0,22.3,1.06,0,56.29,2.12,3.19,0,35.05,6.37,0,1.06,3.19,8.5,1.06,3.19,2.12,16.99,4.25,6.37,2.12,27.61,5.31,3.19,4.25,0,1.06,149.75,0,0,1.06,1.06,0,5.31,4.25,0,40.36,0,0
 96-106,0,0,0,0,30.6,2.19,0,68.85,4.37,5.46,1.09,20.76,5.46,0,0,4.37,8.74,0,7.65,7.65,18.58,6.56,1.09,2.19,36.06,3.28,9.84,6.56,0,1.09,130.05,0,0,3.28,0,0,13.11,5.46,1.09,33.88,2.19,0
108-118,0,0,0,0,27.57,0.77,1.53,50.55,0.77,6.13,0,33.7,9.96,0,0,4.6,9.19,3.06,4.6,10.72,9.19,3.83,2.3,0.77,41.36,0.77,4.6,3.06,0,2.3,120.26,0,0,2.3,0,0,3.06,6.89,0,25.28,0,0
120,0,0,0,0,29.4,1.96,3.92,52.91,1.96,5.88,0,27.44,1.96,0,0,5.88,5.88,0,0,1.96,7.84,0,1.96,9.8,39.2,1.96,3.92,1.96,0,0,66.63,0,0,0,0,0,3.92,1.96,0,19.6,0,0
