stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,1475.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.94,3150.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,57.83,0,5.26,0,0,176.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698.15,13.14,0,0,268.13,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,9.44,0,0,169.94,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,1328.02,9.44,0,0,91.26,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,29,4,149,0,0,0,4,0,3,0,1,0,1,0,0,0,53,0,0,63,1009,2,5,22,1,0,0,4,0,1,21,406,0,0,0,0,1
 24-34,0,0,1.64,0,8.21,0,251.18,0,0,0.82,11.49,0,1.64,0,0,0,0.82,0.82,0,6.57,462.14,0,2.46,138.72,1846.11,6.57,5.75,47.61,0,0,0.82,0,0,0,4.1,522.06,0,0,0.82,0,0
 36-46,0,0,0,0,6.45,1.61,341.6,0.81,0.81,8.86,13.7,0,0,4.03,1.61,0,1.61,1.61,0,4.83,882.21,0,9.67,257.01,2263.93,4.03,6.45,28.2,0,0,1.61,0.81,0,0,0,625.2,0,0,4.03,0,0.81
 48-58,1.72,0,0,0,8.03,0,381.01,1.15,1.15,8.61,21.8,0.57,0.57,1.15,1.15,0,0,2.87,1.15,7.46,1301.96,1.15,35.58,218.05,1233.68,7.46,1.15,18.94,0,2.3,2.3,0,0,1.15,0,346,0,4.02,0.57,0,1.72
 60-70,0.98,0,0.98,0,12.76,0,343.53,8.83,0.98,7.85,16.69,0,0,1.96,0,1.96,2.94,9.82,1.96,7.85,1670.55,0,55.95,187.47,950.11,8.83,1.96,14.72,0,0,3.93,0,0.98,0.98,0,115.82,0,29.45,1.96,18.65,2.94
 72-82,0,0,0.98,0,25.52,0.98,375.98,15.71,0.98,23.56,40.25,1.96,0,0.98,0.98,2.94,1.96,12.76,0,13.74,2067.38,0,56.94,197.31,939.45,3.93,5.89,29.45,0.98,3.93,3.93,0,0,0,0,53.99,3.93,45.16,3.93,56.94,3.93
 84-94,1.06,0,1.06,0,37.17,2.12,320.74,10.62,4.25,12.74,40.36,1.06,1.06,6.37,3.19,7.43,9.56,11.68,1.06,24.43,1331.79,1.06,72.22,132.75,499.16,6.37,2.12,48.85,0,0,5.31,0,1.06,2.12,0,49.92,0,47.79,1.06,50.98,2.12
 96-106,1.09,0,0,0,29.51,1.09,257.91,13.11,4.37,20.76,29.51,1.09,0,4.37,2.19,6.56,5.46,8.74,2.19,7.65,1206.5,1.09,31.69,103.82,434.95,2.19,4.37,46.99,1.09,8.74,3.28,0,0,0,0,18.58,1.09,34.97,3.28,50.27,4.37
108-118,0,0,0,0,17.62,0.77,182.3,7.66,3.06,11.49,25.28,0.77,0,0,1.53,4.6,4.6,9.19,0.77,15.32,936.01,1.53,26.81,102.64,521.62,1.53,0.77,34.47,0,5.36,2.3,0,0,0.77,0,6.89,0,25.28,1.53,36,4.6
120,1.96,0,1.96,0,15.68,3.92,156.78,13.72,0,13.72,29.4,1.96,0,1.96,3.92,1.96,1.96,7.84,3.92,7.84,803.51,1.96,27.44,80.35,535.02,3.92,0,37.24,0,1.96,0,0,1.96,0,0,11.76,0,33.32,0,68.59,1.96
