stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,21.03,5.26,0,0,15.77,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,0,0,3.15,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,53.5,12.59,0,0,9.44,0,3.15,0,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,58,9,0,2,0,1,0,0,2,5,4,0,2,0,0,2,7,7,0,0,3,11,7,0,0,0,0,45,0,8,5,2,15,13,0,0,6,0,1
 24-34,0,0,0,0,18.06,0.82,0,5.75,0,4.1,0,0,0.82,0.82,3.28,0,6.57,0,1.64,0,9.85,14.78,6.57,0,8.21,43.51,5.75,2.46,2.46,0,0,174.84,0,0,3.28,0.82,4.1,10.67,0,0,39.4,0,4.93
 36-46,0,0,0,0,5.64,1.61,0,5.64,0,4.03,2.42,2.42,0,4.03,5.64,0,3.22,0.81,1.61,0,6.45,31.42,4.83,0,6.45,16.92,4.03,0,1.61,0,0,141.8,0,0,0.81,0,0,7.25,0,0,19.34,0,3.22
 48-58,0,0,0,0,10.9,0.57,0,5.16,0.57,2.87,4.59,5.16,0,1.15,5.16,1.72,4.02,0,0.57,0.57,1.72,29.84,3.44,0.57,5.16,16.07,2.3,1.15,1.72,0,0,114.19,0.57,0,0.57,0,0,5.74,0,0,18.36,0,4.02
 60-70,0,0,0,0,13.74,0,0,5.89,0,6.87,2.94,9.82,1.96,0,0,5.89,1.96,0,5.89,0,1.96,48.09,2.94,0.98,2.94,19.63,0.98,1.96,1.96,0,0,108.95,0,0,0.98,0.98,0,3.93,0,2.94,13.74,0,4.91
 72-82,0,0,0.98,0,18.65,2.94,0.98,15.71,0,0.98,6.87,9.82,4.91,0.98,2.94,6.87,5.89,0.98,9.82,0.98,4.91,66.75,5.89,0.98,6.87,37.3,0.98,1.96,3.93,0,0.98,128.6,0,0,2.94,0,0,1.96,1.96,0.98,32.39,2.94,2.94
 84-94,0,0,0,0,28.68,4.25,1.06,6.37,0,8.5,2.12,3.19,13.81,0,3.19,13.81,8.5,3.19,4.25,4.25,7.43,39.3,4.25,2.12,1.06,15.93,0,1.06,0,0,0,302.68,0,0,2.12,0,0,0,2.12,2.12,20.18,3.19,3.19
 96-106,0,0,0,0,34.97,3.28,3.28,12.02,1.09,7.65,0,7.65,18.58,1.09,2.19,25.14,8.74,1.09,8.74,4.37,3.28,24.04,5.46,1.09,2.19,25.14,0,5.46,6.56,0,0,230.59,0,0,8.74,0,0,0,8.74,0,27.32,3.28,4.37
108-118,0,0,0,0.77,41.36,0.77,9.19,15.32,0,9.96,3.83,2.3,19.92,0,2.3,14.55,13.02,1.53,5.36,14.55,2.3,30.64,8.43,2.3,1.53,18.38,1.53,2.3,2.3,0,0,214.47,0,0,5.36,0,0,2.3,10.72,0,23.74,2.3,4.6
120,0,0,0,0,43.12,0,0,5.88,1.96,11.76,5.88,5.88,21.56,0,0,27.44,9.8,1.96,7.84,3.92,0,33.32,9.8,1.96,0,33.32,3.92,0,3.92,0,1.96,123.47,0,0,5.88,0,0,0,11.76,0,31.36,0,5.88
