stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,37.76,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,305.26,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,130,0,0,677,0,1,0,2,0,0,0,0,1,0,0,0,0,11,0,0,3,381,1,0,6,2,0,1,11,1,1,25,32,0,0,0,0,0
 24-34,0,0,1.64,0,19.7,3.28,0,956.3,0,4.1,4.1,3.28,0,1.64,0.82,0,0.82,0,1.64,0.82,0,13.13,0,0,6.57,291.4,0,0.82,50.07,0,2.46,0,0.82,0,0.82,6.57,34.48,0,0,1.64,0,1.64
 36-46,0,0,0.81,0,9.67,0,0,1214.14,0,0,0.81,2.42,0,0,0,0.81,0,0.81,0,0.81,0,45.92,0,0,0.81,122.46,0,6.45,53.17,0,2.42,0,0,0,0.81,0,30.62,0,0,0,0,0
 48-58,0,0,0,0.57,3.44,0.57,0,1300.24,0,0.57,2.3,10.33,0,0,0,0,0.57,0,0,0,0.57,119.35,0,0,4.02,126.81,0,0,63.12,0,2.87,0,0.57,0,0,0,23.53,0,0,0.57,0,0.57
 60-70,0,0,1.96,0,5.89,0,0,1503.69,0,0.98,4.91,50.06,0,0,0,1.96,0,0.98,0,0,0,164.9,0,0,0.98,105.02,0.98,2.94,38.28,0,1.96,0,0,0,0,0,11.78,0,0.98,0,0,0
 72-82,0,0,6.87,0,13.74,2.94,0,1391.01,0,3.93,0.98,83.44,3.93,0,0,0.98,0,0.98,0.98,0.98,0,230.69,1.96,1.96,0.98,130.56,0.98,2.94,56.94,0,2.94,0,0,0,0.98,0,8.83,0.98,1.96,1.96,0.98,0.98
 84-94,0,0,2.12,0,20.18,4.25,0,926.1,1.06,2.12,2.12,47.79,1.06,0,0,2.12,1.06,3.19,0,0,0,201.79,0,1.06,2.12,84.96,0,4.25,74.34,0,3.19,0,0,1.06,0,0,11.68,1.06,0,3.19,1.06,0
 96-106,0,0,9.84,0,33.88,1.09,0,781.39,0,0,2.19,80.87,4.37,0,1.09,0,1.09,1.09,2.19,0,0,162.83,2.19,1.09,4.37,91.8,0,4.37,101.63,1.09,14.21,0,0,0,0,0,5.46,0,0,2.19,2.19,3.28
108-118,0,0,6.13,0,31.4,0.77,3.06,762.9,0,0.77,1.53,59.75,2.3,0,0.77,1.53,0,0,0,0,0.77,184.6,0.77,0,0.77,94.98,0,1.53,93.45,0,32.17,0,0,0,0,0,0.77,0,0.77,1.53,2.3,0
120,0,0,3.92,0,19.6,0,0,554.62,1.96,1.96,3.92,48.99,1.96,0,0,0,0,0,0,1.96,0,154.82,0,1.96,3.92,92.11,1.96,3.92,72.51,0,21.56,0,0,0,0,0,0,0,1.96,0,0,0
