stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,2.63,0,0,0,13.14,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,34.62,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,4,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,4,25,1,0,1,2,0,0,1,0,1,4,12,0,0,0,0,0
 24-34,0,0,0,0,2.46,0,0,15.6,0,2.46,0,0.82,0,0,0,0.82,6.57,0,0.82,0.82,0,4.1,0,0,3.28,87.83,1.64,3.28,0.82,0,0,11.49,0,5.75,1.64,3.28,13.13,0,0,4.1,0,1.64
 36-46,0,0,0,0,3.22,0.81,0,12.89,4.83,0,0,5.64,0.81,0,0,0,2.42,0,0,0,0,8.06,0,0,4.03,65.26,0,0,0,0,0,4.03,0,0,0.81,0,14.5,0,0,0.81,0,1.61
 48-58,0,0,0,0,2.3,0,0,16.07,4.02,1.15,0,4.59,1.72,0,0,0.57,0,0,0,0.57,0,6.31,0,0,2.3,49.35,0,0.57,0,0,0,4.02,0,0,2.3,0,8.61,0,0,0,0,0
 60-70,0,0,0,0,4.91,0,0,48.09,9.82,0,0.98,2.94,1.96,0,0,4.91,0.98,0.98,0,0.98,0.98,11.78,0,0.98,2.94,56.93,0.98,0.98,0.98,0,0,6.87,0,7.85,3.93,0,1.96,0,0,1.96,0,0.98
 72-82,0,0,0,0,5.89,2.94,0,24.54,0.98,0,1.96,12.76,2.94,0,0,1.96,1.96,0,0,1.96,0,16.69,0,1.96,1.96,39.27,0.98,0.98,0.98,0,0,3.93,0,0,1.96,0,5.89,0.98,0,3.93,0,0
 84-94,0,0,0,0,4.25,0,1.06,31.86,1.06,0,1.06,4.25,12.74,0,0,5.31,2.12,2.12,0,1.06,0,12.74,2.12,2.12,1.06,18.05,0,2.12,3.19,0,0,12.74,0,8.5,5.31,0,2.12,0,0,5.31,1.06,0
 96-106,0,0,0,0,2.19,1.09,0,8.74,0,1.09,1.09,2.19,1.09,0,0,3.28,4.37,0,0,0,0,8.74,0,0,1.09,17.49,0,2.19,2.19,0,0,9.84,0,1.09,1.09,0,0,0,1.09,3.28,1.09,0
108-118,0,0,0.77,0,3.83,1.53,0.77,18.38,0.77,0.77,0.77,3.83,6.89,0,0,3.83,7.66,0,0.77,2.3,0,6.89,0.77,0.77,3.83,21.45,0.77,0.77,1.53,0,0,7.66,0,5.36,4.6,0,0.77,0,0,1.53,0,0
120,0,0,0,0,17.64,7.84,0,31.36,1.96,1.96,1.96,11.76,9.8,0,3.92,9.8,23.52,0,1.96,5.88,0,17.64,0,3.92,5.88,58.79,1.96,11.76,1.96,0,1.96,25.48,0,11.76,1.96,0,1.96,0,3.92,3.92,1.96,0
