stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,1014.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,772.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,18.39,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,10.51,0,15.77,0,0,0,34.17,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,407.45,5.26,0,0,126.18,0,7.89,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,37.76,0,0,0,25.18,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,339.87,15.73,0,0,69.23,0,12.59,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,3,16,637,43,0,83,0,6,0,14,20,4,1,3,20,0,0,2,2,61,5,0,57,635,20,4,7,13,0,522,3,158,12,43,144,203,0,0,7,0,1
 24-34,0.82,0.82,2.46,13.13,490.05,5.75,0,160.89,6.57,38.58,3.28,22.16,9.85,0,1.64,11.49,51.71,0.82,7.39,4.1,6.57,103.43,19.7,1.64,59.1,1151.66,10.67,36.94,13.95,0,0,916.08,0,0.82,17.24,54.18,59.1,329.16,0,0,24.63,0,3.28
 36-46,0,0,1.61,1.61,331.13,0.81,0,176.44,11.28,60.43,5.64,62.84,4.83,0.81,4.83,16.11,18.53,1.61,7.25,3.22,6.45,125.68,15.31,0,36.26,1348.69,5.64,41.89,12.89,0,0.81,1012.73,0,1.61,12.09,29.81,3.22,302.93,0,0,20.14,0,6.45
 48-58,0,0,1.15,0.57,289.77,1.72,0,294.36,12.62,90.09,16.07,99.27,4.59,3.44,4.02,9.18,8.61,2.87,9.18,4.59,4.59,200.26,18.36,5.74,31.56,1254.91,5.74,25.82,8.61,0,0.57,769.47,0,0.57,7.46,36.15,0,214.6,0,2.3,20.08,0,5.74
 60-70,0,0,1.96,0,324.88,2.94,0,585.97,10.8,84.41,17.67,149.19,16.69,2.94,2.94,24.54,12.76,1.96,13.74,5.89,1.96,266.97,15.7,10.8,37.3,1728.46,6.87,24.54,15.7,0,2.94,598.73,0,0,13.74,42.21,0,189.43,0.98,6.87,27.48,1.96,9.82
 72-82,0,0,10.8,0.98,471.2,15.71,2.94,649.86,14.72,87.37,27.49,225.78,70.68,3.93,13.74,48.1,53.01,5.89,12.76,10.8,1.96,484.94,32.39,17.67,53.99,1518.63,4.91,50.06,11.78,0.98,3.93,696,0,0,17.67,21.6,0,117.8,13.74,15.71,53.01,21.6,12.76
 84-94,1.06,0,7.43,1.06,735.99,9.56,3.19,388.71,16.99,162.49,15.93,125.32,123.2,4.25,4.25,72.22,66.91,5.31,12.74,12.74,1.06,311.18,38.23,14.87,53.1,766.79,9.56,41.42,22.3,0,4.25,1737.49,0,0,29.74,42.48,0,65.85,44.61,14.87,38.23,20.18,9.56
 96-106,0,0,6.56,1.09,926.73,22.95,5.46,381.4,20.76,167.21,15.3,174.86,167.21,1.09,14.21,95.08,87.43,14.21,28.41,19.67,3.28,339.88,34.97,17.49,49.18,699.42,12.02,81.96,44.81,0,7.65,1780.25,3.28,0,19.67,30.6,0,29.51,65.57,15.3,66.66,30.6,10.93
108-118,0,0,2.3,3.83,998.05,19.92,10.72,252.77,19.92,206.81,13.79,137.87,177.7,0,9.96,72,67.4,18.38,13.79,37.53,6.13,326.3,42.13,9.96,52.85,922.99,8.43,43.66,31.4,0,7.66,1955.5,0,0,21.45,32.94,0,26.81,50.55,11.49,51.32,14.55,9.19
120,1.96,0,3.92,0,685.92,27.44,5.88,209.7,15.68,129.35,7.84,90.15,109.75,0,11.76,82.31,31.36,1.96,3.92,27.44,5.88,268.49,19.6,9.8,68.59,778.03,13.72,25.48,21.56,0,5.88,1046.53,0,1.96,23.52,9.8,0,9.8,17.64,11.76,60.75,11.76,5.88
