stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,57.83,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,3.15,0,0,0,15.73,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,125.88,3.15,0,0,37.76,0,0,0,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,1,4,33,5,0,7,0,0,0,3,2,0,0,0,2,0,1,0,0,18,0,0,13,133,2,0,3,3,0,2,0,4,4,9,49,0,0,3,0,0
 24-34,0,0,0,1.64,15.6,0.82,0,39.4,0,1.64,0,10.67,0,0.82,0,0.82,2.46,0.82,2.46,0,0,32.01,0,0,18.88,322.6,0.82,4.1,3.28,0,0,14.78,0,0,1.64,4.1,83.73,0,0,9.85,0,1.64
 36-46,0,0,0,0,13.7,0,0,86.21,0,1.61,4.03,21.75,0,0,0,0.81,2.42,0,1.61,0,0.81,58.81,0,0,16.11,406.06,3.22,5.64,1.61,0,1.61,21.75,0.81,0,0.81,0,111.18,0,0.81,8.86,0,2.42
 48-58,0,0,0.57,0,6.89,0.57,0,141.73,0,0,1.72,35.58,0,1.15,2.87,1.72,1.72,0,1.15,0.57,1.15,79.19,3.44,1.72,14.92,255.34,2.87,5.16,2.87,0,0,17.79,0,0,0,0,64.27,0,0,8.03,0,0.57
 60-70,0,0,0,0,4.91,0,0,140.36,0,2.94,2.94,43.19,1.96,0,0,3.93,0,2.94,1.96,0,0,83.43,0,0.98,5.89,145.27,0,5.89,2.94,0,0.98,12.76,0,0,0.98,0,28.46,0,1.96,3.93,0.98,3.93
 72-82,0,0,3.93,0,23.56,14.72,0,205.17,0,1.96,4.91,72.64,5.89,0.98,5.89,4.91,2.94,1.96,5.89,0,0,156.08,3.93,6.87,19.63,218.91,1.96,6.87,3.93,0,1.96,16.69,0,0,0,0,24.54,4.91,3.93,17.67,2.94,1.96
 84-94,0,0,2.12,0,24.43,11.68,1.06,124.26,1.06,1.06,6.37,39.3,11.68,3.19,5.31,14.87,3.19,3.19,2.12,2.12,0,110.45,6.37,5.31,8.5,120.01,4.25,2.12,5.31,0,2.12,64.78,0,0,4.25,0,15.93,4.25,2.12,13.81,9.56,2.12
 96-106,0,0,1.09,0,24.04,7.65,0,74.31,0,5.46,5.46,71.04,18.58,0,1.09,14.21,5.46,7.65,5.46,2.19,0,113.66,1.09,3.28,12.02,84.15,2.19,14.21,6.56,0,0,46.99,0,0,1.09,0,10.93,4.37,1.09,14.21,4.37,3.28
108-118,0,0,0,2.3,39.06,12.26,3.06,93.45,0.77,6.89,3.83,58.21,17.62,0,1.53,22.21,2.3,5.36,4.6,4.6,0,98.81,6.89,4.6,15.32,166.21,3.83,10.72,7.66,0,3.06,41.36,0,0,1.53,0,9.19,6.89,2.3,12.26,3.83,7.66
120,0,0,0,0,21.56,3.92,0,88.19,1.96,7.84,3.92,25.48,9.8,0,5.88,13.72,0,5.88,0,0,0,45.08,3.92,0,7.84,109.75,0,5.88,3.92,0,0,23.52,0,0,1.96,0,7.84,0,1.96,9.8,1.96,0
