stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,527.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.56,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,698.78,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,521.02,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,0,23.66,0,0,0,34.17,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,281.27,10.51,0,0,102.52,99.89,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,37.76,0,9.44,0,15.73,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,459.46,6.29,0,0,34.62,47.2,3.15,0,15.73,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,10,176,2,0,3,0,1,0,0,12,5,0,0,51,0,0,0,0,2,4,0,2,30,23,2,15,2,320,3,1,2,1,2,3,0,0,0,0,0
 24-34,0,0,0,0,197.01,0,0,4.93,0,20.52,0,0,4.93,1.64,0,0,67.31,0,1.64,0,0,13.13,21.34,0,9.03,76.34,65.67,2.46,19.7,0,572.14,0,0,4.1,0,0.82,16.42,0,0,4.93,0,0
 36-46,0,0,0,0,125.68,0,0,6.45,0,35.45,0,1.61,2.42,4.83,0,0,24.17,0,3.22,0,0,10.47,7.25,0,2.42,123.27,51.56,3.22,7.25,0,495.49,0,0,0.81,0,0,13.7,0,0,2.42,0,0
 48-58,0,0,0,0.57,60.25,0,0,8.61,0,37.3,0.57,3.44,1.15,13.77,0,0,18.36,0,1.72,0,0.57,18.36,10.9,0,1.72,68.86,22.95,1.15,6.89,0,332.23,0,0,1.15,0,0,8.03,0,0,0,0,0.57
 60-70,0,0,0.98,0,98.15,0,0,9.82,0,47.11,1.96,5.89,5.89,3.93,0,0,22.58,0,1.96,0,0,75.58,11.78,0,1.96,60.85,20.61,0.98,15.7,0,404.39,0,0,0.98,0,0,3.93,0.98,0,0,0,0.98
 72-82,0,0,0,0,107,0.98,0,15.71,0,43.19,0.98,36.32,13.74,2.94,0,0.98,43.19,0.98,9.82,0,0,142.34,9.82,0.98,4.91,81.48,27.49,4.91,38.28,0,477.09,0,0,2.94,0,0,3.93,3.93,1.96,0.98,0.98,5.89
 84-94,0,0,0,0,196.48,0,0,26.55,1.06,90.27,0,13.81,27.61,8.5,0,0,65.85,0,9.56,1.06,2.12,94.52,21.24,2.12,4.25,42.48,36.11,6.37,47.79,0,1257.45,0,0,6.37,0,0,1.06,11.68,0,1.06,0,4.25
 96-106,0,0,1.09,0,216.38,0,0,19.67,1.09,74.31,2.19,15.3,22.95,0,1.09,2.19,74.31,2.19,16.39,4.37,1.09,113.66,22.95,2.19,2.19,60.11,39.34,14.21,51.36,0,1231.64,0,0,4.37,0,0,2.19,12.02,2.19,1.09,1.09,2.19
108-118,0,0,1.53,0,253.53,0.77,1.53,10.72,0.77,123.32,1.53,13.02,19.92,0.77,0,1.53,81.19,0,9.96,0.77,0,105.7,20.68,0.77,0.77,45.19,36,8.43,36.77,0,824.18,0,0,3.83,0.77,0,1.53,17.62,1.53,3.83,0.77,1.53
120,3.92,0,0,0,201.86,0,0,7.84,0,84.27,0,11.76,15.68,0,0,3.92,41.16,1.96,11.76,3.92,0,94.07,11.76,1.96,1.96,56.83,48.99,1.96,47.03,0,597.73,0,0,9.8,0,0,0,3.92,0,0,0,0
