stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,1041.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,1164.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,23.66,0,28.92,0,0,0,70.98,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,565.17,23.66,0,0,197.15,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,25.18,0,0,0,66.09,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,402.81,15.73,0,0,188.82,0,0,0,3.15,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,16,4,0,10,0,0,0,3,1,0,1,0,0,0,0,0,0,10,0,10,93,0,0,0,2,0,1,0,14,1,1,15,32,0,0,0,0,0
 24-34,0,0,0,4.93,5.75,2.46,0,26.27,0,0,0,4.1,0,0,0,0,0.82,0,1.64,0,0,13.13,0,1.64,186.33,0,2.46,1.64,0,0,1.64,0,0,0,0,1.64,46.79,0,0,3.28,0,1.64
 36-46,0,0,0,0,2.42,0,0,37.87,0,0,0,8.86,1.61,0,0,0.81,0.81,0,0,0,0,12.89,0,6.45,202.22,1.61,0,0.81,0,0,3.22,0,0.81,0.81,0.81,0,50.76,0,0,3.22,0,0
 48-58,0,0,0,0,2.87,0,0,71.15,0.57,0,2.3,11.48,0,0,1.15,0,0,1.15,0,0,0,33.28,0.57,5.16,190.5,0,0,1.15,0,0,1.72,0,0,0,0,0,41.31,0,0,0.57,0,0
 60-70,0,0,0.98,0,4.91,0,0,88.34,0,0.98,0,19.63,0,0,0.98,0,0,0.98,0,0.98,0,15.7,0,2.94,159.99,0,0,0.98,0,0,1.96,0,0,0,0,0,19.63,0,0.98,0.98,0,0.98
 72-82,0,0,0.98,0,3.93,0.98,0,65.77,0,0.98,0.98,17.67,0.98,0,0.98,0.98,0.98,0,0,0,0,24.54,0,1.96,108.96,0,0,2.94,0,0,0.98,0,0,0,0,0,7.85,0.98,0.98,3.93,0,0
 84-94,0,0,0,0,3.19,0,0,55.23,0,0,1.06,6.37,2.12,1.06,1.06,2.12,2.12,0,1.06,0,0,30.8,0,1.06,60.54,1.06,0,1.06,0,1.06,9.56,0,0,0,0,0,3.19,0,3.19,7.43,0,1.06
 96-106,0,0,0,0,2.19,0,1.09,22.95,1.09,1.09,1.09,7.65,1.09,0,1.09,3.28,0,0,0,0,1.09,13.11,2.19,3.28,40.44,0,1.09,1.09,0,0,3.28,0,0,0,0,0,3.28,0,1.09,5.46,4.37,1.09
108-118,0,0,1.53,0,3.06,2.3,0,19.15,0,1.53,0,4.6,0.77,0,0,1.53,1.53,0.77,0,0.77,0.77,12.26,0,2.3,49.02,1.53,0,2.3,0,0,3.06,0,0,0.77,0,0,3.06,0,0,0.77,0.77,0.77
120,0,0,0,0,5.88,0,0,27.44,0,3.92,0,7.84,1.96,0,0,3.92,1.96,0,0,0,0,13.72,0,7.84,35.28,0,3.92,1.96,0,0,0,0,0,1.96,0,0,1.96,0,0,1.96,1.96,0
