stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,961.99,17842.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,1244.32,14913.4,36.78,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,343.26,49.04,0,0,153.24,0,263.57,0,0,0,0,0,0,0,0,0,0,0
  7-9,155.09,283.9,488.94,0,7.89,0,1080.4,0,0,0,0,0,302.3,0,0,0,0,0,0,0,0,0,0,0,9489.65,215.55,0,0,3511.96,0,23.66,31.54,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,223.43,308.4,0,47.2,0,742.68,0,0,0,0,0,44.06,0,0,0,0,0,3.15,0,0,0,0,3.15,6473.32,107,0,0,2243.79,0,18.88,15.73,3.15,242.32,0,9.44,15.73,0,0,0,0,0
 14-21,0,3,50,413,176,0,382,0,0,0,99,27,3,3,1,16,0,3,1,1,261,0,0,229,4033,86,35,59,172,0,107,0,322,20,3,326,1406,0,0,9,0,0
 24-34,0,0,13.13,114.92,72.24,0,1008.83,0,3.28,5.75,96.04,1.64,0,6.57,6.57,18.06,3.28,15.6,4.93,0,462.96,2.46,4.1,178.95,4264.35,10.67,32.83,38.58,0,0,123.13,0,0.82,4.93,1.64,36.12,930.85,0,0,53.36,0,6.57
 36-46,0,0,1.61,50.76,15.31,0,1500.16,0,4.83,1.61,77.34,4.03,0,4.03,8.86,2.42,2.42,8.06,4.03,0.81,373.02,1.61,10.47,111.18,2678.85,5.64,21.75,22.56,0,0,42.7,0.81,0.81,3.22,0,0.81,555.91,0,0,24.17,0,3.22
 48-58,0,0,2.3,63.12,5.16,0,1320.32,0.57,2.3,6.31,126.24,7.46,0,3.44,7.46,2.87,4.02,4.02,3.44,0.57,363.79,2.3,18.94,83.2,1204.99,5.16,9.18,10.33,0,0.57,20.66,0,0.57,1.15,0,0,212.88,0,1.72,21.23,0,4.59
 60-70,0,0,0,52.02,1.96,0,859.81,0.98,1.96,6.87,129.56,9.82,0,3.93,7.85,0.98,0,7.85,3.93,0,222.81,0,17.67,43.19,824.48,0.98,5.89,7.85,0,0.98,18.65,0,0,3.93,0,0,63.8,0.98,2.94,21.59,2.94,2.94
 72-82,0,0,0.98,63.81,7.85,0,385.79,0,0.98,11.78,125.65,17.67,0,5.89,11.78,6.87,0.98,8.83,0.98,0.98,274.87,2.94,9.82,70.68,579.18,1.96,9.82,11.78,0,0.98,22.58,0,0,0.98,0,0,28.47,2.94,0.98,29.45,0.98,3.93
 84-94,0,0,2.12,94.52,19.12,2.12,339.85,0,1.06,6.37,100.89,27.61,0,0,22.3,11.68,5.31,11.68,3.19,0,223.03,3.19,23.36,62.66,484.29,3.19,8.5,16.99,0,2.12,43.54,0,0,4.25,0,0,27.61,6.37,2.12,31.86,1.06,0
 96-106,0,0,0,65.57,13.11,3.28,243.7,1.09,1.09,4.37,85.24,12.02,0,3.28,22.95,3.28,1.09,9.84,4.37,1.09,167.21,2.19,6.56,33.88,360.64,3.28,13.11,10.93,0,1.09,40.44,0,0,3.28,2.19,0,12.02,1.09,2.19,28.41,1.09,0
108-118,0,0,0,63.57,14.55,2.3,212.17,0.77,6.89,5.36,69.7,19.92,0,3.83,23.74,4.6,6.13,6.13,6.89,0.77,119.49,2.3,5.36,40.6,432,4.6,11.49,14.55,0,1.53,32.94,0,0,1.53,0,0,9.19,1.53,0.77,29.87,2.3,1.53
120,0,0,0,45.08,33.32,0,190.1,0,1.96,3.92,96.03,7.84,0,5.88,37.24,3.92,1.96,5.88,5.88,0,113.67,0,0,31.36,333.16,11.76,1.96,5.88,0,3.92,13.72,0,0,1.96,0,0,3.92,1.96,1.96,11.76,0,0
