stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,1502.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.52,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,631.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,441.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,5.26,0,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,76.23,2.63,0,0,23.66,81.49,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.59,0,0,0,0,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,88.12,0,0,0,12.59,44.06,0,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,4,7,68,7,0,1,0,0,0,0,17,9,0,0,41,0,1,0,0,4,6,0,0,24,3,8,49,0,642,0,5,8,1,5,8,0,0,0,0,0
 24-34,0,0,0,4.1,21.34,0,0,8.21,0,0.82,0,3.28,0.82,3.28,0,0.82,119.84,0,17.24,0.82,0,11.49,28.73,0,3.28,108.35,2.46,41.86,25.45,0,1026.89,0,0,7.39,0.82,0,12.31,0,0,1.64,0,0
 36-46,0,0,0,0,12.89,0,0,6.45,0,4.83,1.61,1.61,3.22,1.61,0,0,48.34,0,8.86,0,0,8.86,16.92,0,0.81,62.04,0,37.87,2.42,0,933.77,0,0,2.42,0,0,10.47,0,0,0.81,0,0
 48-58,0,0,0,0,23.53,0.57,0,11.48,0,6.31,0,0.57,1.72,26.4,0,0,16.64,0.57,14.35,0.57,0,7.46,18.36,0.57,0.57,54.51,0,21.23,14.92,0,688.57,0,0,0.57,0,0,8.61,0,0,1.15,0,0.57
 60-70,0,0,0.98,0.98,41.22,0.98,0,18.65,0,11.78,1.96,5.89,4.91,13.74,0.98,0,36.32,0,16.69,1.96,0,3.93,17.67,0.98,0,53,0,21.59,7.85,0,668.42,0,0,4.91,0,0,5.89,9.82,0,1.96,0,0
 72-82,0,0,2.94,1.96,110.93,2.94,0,37.3,0,14.72,0,6.87,22.58,9.82,0.98,2.94,68.72,0,32.39,0.98,0,17.67,31.41,0,0,57.92,0,43.19,34.36,0,756.86,0,0,0,0.98,0,1.96,22.58,0,3.93,0,0.98
 84-94,0,0,2.12,3.19,183.73,1.06,0,13.81,0,45.67,0,5.31,30.8,12.74,0,0,122.13,0,49.92,4.25,0,10.62,39.3,0,0,29.74,0,47.79,14.87,0,1851.13,0,0,7.43,0,0,2.12,64.78,1.06,0,0,0
 96-106,0,0,2.19,0,309.28,7.65,4.37,18.58,0,56.83,0,14.21,69.94,0,0,8.74,165.02,1.09,66.66,2.19,0,22.95,52.46,0,2.19,61.2,0,85.24,38.25,0,1787.9,0,0,5.46,0,0,2.19,109.28,0,3.28,2.19,3.28
108-118,0,0,1.53,0.77,271.92,2.3,2.3,15.32,1.53,77.36,0,7.66,76.6,0,0,5.36,162.38,0,45.96,1.53,0.77,13.02,43.66,0.77,2.3,44.43,0,46.72,22.21,0,1531.93,0,0,4.6,0,0,1.53,114.89,1.53,1.53,0,0
120,0,0,5.88,0,221.46,1.96,0,11.76,0,86.23,0,7.84,58.79,0,0,5.88,80.35,0,31.36,3.92,0,7.84,29.4,0,3.92,45.08,0,29.4,19.6,0,979.89,0,0,5.88,0,0,0,52.91,0,0,0,1.96
