stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,0,0,0,69.23,0,0,0,0,6.29,0,15.73,3.15,0,0,0,0,0
 14-21,0,0,3,0,8,13,0,0,0,0,0,3,1,1,0,0,0,0,0,0,76,0,0,119,167,2,2,0,1,0,0,1,51,0,133,436,81,0,0,32,0,3
 24-34,0,0,1.64,0,4.1,7.39,0,24.63,50.89,1.64,17.24,18.88,0,9.03,0,3.28,1.64,0,0,18.88,178.13,0,0,129.7,889.81,0.82,27.09,3.28,0,0,2.46,0,0.82,1.64,41.86,80.44,279.91,0,0,215.89,0,41.04
 36-46,0,0,0,0,3.22,0,0,60.43,53.17,2.42,37.06,46.73,0.81,7.25,0,0,0,0,0,50.76,232.03,0,1.61,95.07,2063.32,0.81,22.56,0,0,0.81,4.03,0,0,0,22.56,9.67,452.79,0,0,143.41,0,60.43
 48-58,0,0,1.15,0,7.46,1.72,0,263.95,35,2.3,49.92,92.38,0,9.75,1.72,0,1.15,0,0.57,36.72,271.98,0,7.46,91.23,3184.62,0.57,12.05,1.72,0,1.72,5.16,0,0,1.15,6.89,0,582.41,0,0,145.17,0,103.86
 60-70,0,0,0.98,0,10.8,0.98,0,498.61,51.04,4.91,47.11,132.51,0.98,7.85,3.93,0,7.85,1.96,0.98,14.72,267.96,0.98,6.87,56.93,4135.15,0,10.8,1.96,0,1.96,8.83,0,0,0,5.89,0,588.91,0,0,124.65,0,85.39
 72-82,0,0,0.98,0,27.49,6.87,0.98,624.34,48.1,2.94,64.79,284.68,1.96,16.69,1.96,0,14.72,4.91,0.98,8.83,473.16,0,16.69,80.5,3349.43,0,13.74,8.83,0,5.89,3.93,0,0,0,4.91,0,360.27,0.98,9.82,244.43,2.94,74.61
 84-94,0,0,2.12,0,24.43,4.25,0,452.43,47.79,3.19,55.23,215.59,0,19.12,2.12,0,16.99,13.81,1.06,27.61,291,0,18.05,63.72,1544.2,0,4.25,3.19,0,6.37,13.81,0,0,0,2.12,0,162.49,2.12,3.19,225.15,4.25,53.1
 96-106,0,0,2.19,1.09,28.41,12.02,2.19,312.55,33.88,1.09,33.88,210.92,0,24.04,6.56,2.19,6.56,9.84,3.28,21.86,229.5,0,18.58,39.34,1194.48,1.09,9.84,3.28,1.09,5.46,6.56,0,0,3.28,2.19,0,101.63,1.09,7.65,252.45,3.28,45.9
108-118,0,0,0,0,19.92,3.06,0.77,227.49,29.87,1.53,31.4,219.07,2.3,9.19,2.3,0.77,8.43,7.66,0.77,24.51,216.77,0.77,14.55,48.26,1512.01,0.77,6.89,4.6,0,6.13,6.89,0,0,3.06,6.13,0,68.94,1.53,3.83,189.19,1.53,56.68
120,0,0,0,1.96,31.36,5.88,1.96,266.53,25.48,5.88,48.99,201.86,3.92,15.68,5.88,1.96,7.84,9.8,1.96,7.84,215.58,0,11.76,48.99,1928.43,3.92,9.8,5.88,0,5.88,9.8,0,0,0,1.96,0,82.31,0,1.96,211.66,3.92,19.6
