stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,2780.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,870.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,0,0,0,0,13.14,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,107.78,15.77,0,0,28.92,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,3.15,0,0,0,3.15,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,72.38,18.88,0,0,40.91,0,3.15,0,3.15,9.44,0,0,0,0,0,0,0
 14-21,0,0,16,4,32,8,0,4,0,0,0,10,4,0,0,0,0,0,0,0,0,9,0,0,7,82,230,0,3,2,0,1,1,15,2,12,67,0,0,0,0,0
 24-34,0,0,13.95,6.57,41.86,0.82,0,6.57,0,3.28,2.46,5.75,0.82,0,0,0,0.82,0,4.93,2.46,0,21.34,0.82,0,15.6,137.08,73.88,18.06,8.21,0,0,4.93,0,0,0,9.85,71.41,0,0,4.1,0,1.64
 36-46,0,0,9.67,1.61,16.92,1.61,0,13.7,0,3.22,6.45,4.83,0,0,0,0,0,0,5.64,2.42,0.81,29,0,1.61,19.34,148.24,64.45,29.81,10.47,0,0,6.45,0,0,0,0,53.98,0,0,4.03,0,0
 48-58,0,0,8.61,2.3,13.2,1.72,0,28.12,0,2.87,6.31,8.61,2.3,0,2.3,0,0,0,8.03,2.3,0,48.77,0.57,0,12.62,138.29,35,18.36,15.49,0,0.57,8.61,0,0,0,0,81.48,0,0.57,8.03,0,0.57
 60-70,0,0,2.94,0,20.61,8.83,0,79.5,0,2.94,7.85,12.76,3.93,0,0.98,1.96,0.98,0,9.82,0.98,0,86.37,0,4.91,1.96,214.95,24.54,19.63,13.74,0,0.98,7.85,0,0,0,0,74.6,0,1.96,12.76,0,0
 72-82,0,0,22.58,0,32.39,45.16,0,142.34,1.96,3.93,10.8,13.74,3.93,0,2.94,4.91,1.96,1.96,11.78,0.98,0,156.08,0.98,3.93,5.89,239.53,12.76,24.54,21.6,0,0.98,14.72,0,0,0,0,65.77,0,4.91,11.78,4.91,0
 84-94,1.06,0,14.87,0,43.54,29.74,0,122.13,0,6.37,5.31,19.12,15.93,0,2.12,7.43,0,0,9.56,2.12,1.06,120.01,2.12,8.5,5.31,165.68,32.92,39.3,28.68,0,3.19,25.49,0,0,0,0,30.8,1.06,1.06,15.93,4.25,1.06
 96-106,0,0,32.79,0,52.46,42.62,1.09,124.58,0,4.37,2.19,21.86,13.11,0,2.19,17.49,0,2.19,9.84,5.46,0,125.68,1.09,3.28,3.28,121.31,30.6,48.09,40.44,0,4.37,15.3,0,0,0,0,26.23,0,2.19,17.49,13.11,2.19
108-118,0,0,16.09,1.53,48.26,16.85,0,102.64,0,16.85,3.83,12.26,16.09,0,0.77,25.28,1.53,1.53,22.21,1.53,0,108,0,3.83,2.3,167.75,33.7,26.04,27.57,0,0.77,15.32,0,0,0,0,13.79,0,1.53,17.62,6.13,5.36
120,0,0,9.8,0,52.91,35.28,0,80.35,1.96,9.8,0,17.64,15.68,0,0,15.68,0,0,5.88,3.92,0,97.99,0,1.96,1.96,154.82,47.03,23.52,35.28,0,0,9.8,0,0,0,0,19.6,0,1.96,17.64,5.88,3.92
