stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,196.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,15.77,0,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,70.98,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.32,6.29,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,3,1,0,2,3,0,0,0,0,0
 24-34,0,0,0,0,91.94,0,0,1.64,0,3.28,0,0,0,0,0,0,0,0,0,0,0,18.06,0.82,0.82,22.98,39.4,0.82,0.82,0,0,0,1.64,0,0,0.82,0.82,11.49,0,0,3.28,0,0.82
 36-46,0,0,0,0,152.27,0,0,6.45,0.81,14.5,1.61,3.22,0,0,0,0,0,0,0,0,0,41.89,1.61,0.81,58.01,36.26,0,0.81,0,0,0,0,0,0.81,0,0,7.25,0,1.61,3.22,0,0.81
 48-58,0,0,0,0,150.91,0,0,11.48,0,28.69,5.16,5.74,0,0,0,0,0,0,0,0,1.15,109.02,1.72,0.57,43.04,44.76,0,1.15,0.57,0,0,2.3,0,0,1.15,0,8.03,0,2.3,7.46,0,0.57
 60-70,0,0,0,0,100.12,1.96,0,12.76,0,19.63,0.98,7.85,0,0,0,0,0,0,0,0,0,142.32,0.98,0,43.19,56.93,0,0,0.98,0,3.93,0.98,0,0,0,0,9.82,0,3.93,4.91,1.96,0
 72-82,0,0,0,0,62.83,0,0,14.72,0.98,16.69,5.89,10.8,0,0,2.94,0,0,0,0,0,0,228.73,3.93,8.83,34.36,91.29,0,0.98,0,0,5.89,0,0,0,0,0,6.87,0.98,13.74,5.89,5.89,0
 84-94,0,0,0,0,127.44,1.06,0,32.92,1.06,21.24,4.25,5.31,1.06,0,8.5,0,0,0,0,0,0,148.69,3.19,5.31,27.61,30.8,0,0,1.06,0,4.25,1.06,0,1.06,0,0,5.31,0,9.56,9.56,3.19,0
 96-106,0,0,3.28,0,75.41,0,0,24.04,0,12.02,2.19,7.65,0,0,16.39,0,1.09,0,0,1.09,0,191.25,1.09,14.21,17.49,40.44,0,2.19,0,0,10.93,3.28,0,0,0,0,3.28,1.09,29.51,2.19,7.65,0
108-118,0,0,0,0,70.47,0,0.77,15.32,0,6.13,3.06,5.36,0,0,9.19,0.77,0,0.77,0.77,0,0,202.21,0,6.13,16.09,45.96,0,0,0.77,0,9.96,0.77,0,0,0,0,0.77,0,21.45,2.3,3.06,0.77
120,0,0,1.96,0,56.83,0,0,15.68,0,7.84,3.92,7.84,0,0,15.68,0,0,1.96,0,0,0,188.14,1.96,9.8,11.76,54.87,0,1.96,5.88,0,3.92,0,0,0,0,0,1.96,0,19.6,5.88,3.92,0
