stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,764.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,349.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,13.14,0,15.77,0,0,0,15.77,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,304.93,5.26,0,0,94.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,28.32,0,3.15,0,50.35,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,267.49,9.44,0,0,119.58,0,0,0,9.44,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,1,0,13,2,0,6,0,0,0,4,1,0,0,0,2,0,0,0,1,5,0,0,7,102,1,1,2,7,0,3,15,0,0,12,35,0,0,0,0,0
 24-34,0,0,0,0.82,5.75,0.82,0,24.63,0,0.82,0.82,5.75,1.64,0.82,0,0,0.82,0,2.46,0,0,22.98,0,0,14.78,267.6,1.64,4.1,1.64,0,0.82,0.82,0.82,2.46,0.82,2.46,63.21,0,0,3.28,0,0
 36-46,0,0,0,0,3.22,0.81,0,81.37,0.81,0,0.81,10.47,0.81,0,0,2.42,0,0,1.61,0,0,29,0,1.61,9.67,380.28,0.81,3.22,0.81,0,0.81,0.81,0,0.81,0,0,87.82,0,0,4.03,0,0
 48-58,0,0,0,0,0.57,0,0,86.07,0,0,0.57,18.94,0,0,0.57,0.57,0,0,0.57,0,0.57,28.69,0,2.3,5.74,252.47,0,2.3,1.15,0,0,1.72,0,0.57,0,0,49.92,0,0,1.72,0,1.72
 60-70,0,0,0.98,0,4.91,0.98,0,178.64,0,0,0.98,20.61,1.96,0,0,0.98,0,0,0,0,0,46.13,0,0,2.94,349.42,0,1.96,1.96,0,1.96,1.96,0,0,0.98,0,40.24,0.98,2.94,3.93,0,0
 72-82,0,0,0.98,0,5.89,4.91,0,106.02,0,0,0,21.6,2.94,0,2.94,2.94,0.98,0,0.98,0,0.98,46.14,0,0.98,3.93,220.87,0,1.96,1.96,0,0,0.98,0,0,0,0,15.71,0,0.98,1.96,0,0
 84-94,0,0,0,1.06,3.19,4.25,1.06,73.28,1.06,0,2.12,19.12,0,0,0,4.25,3.19,1.06,2.12,2.12,0,28.68,0,2.12,1.06,105.14,0,4.25,0,0,0,10.62,0,0,0,0,8.5,0,1.06,4.25,1.06,0
 96-106,0,0,1.09,0,7.65,2.19,0,57.92,0,2.19,1.09,7.65,2.19,0,1.09,1.09,1.09,0,1.09,0,0,30.6,0,2.19,5.46,84.15,1.09,2.19,4.37,0,0,10.93,0,1.09,0,0,4.37,0,1.09,5.46,2.19,1.09
108-118,0,0,0,0,5.36,2.3,0.77,34.47,0,2.3,0,14.55,0.77,0,0.77,5.36,0,3.83,1.53,0.77,0,15.32,1.53,0.77,1.53,102.64,0.77,2.3,1.53,0,0,6.13,0,0,0,0,3.06,0.77,0.77,0.77,0,1.53
120,0,0,0,0,9.8,9.8,0,25.48,0,0,1.96,11.76,0,0,1.96,0,0,0,5.88,0,0,27.44,0,1.96,3.92,105.83,0,0,7.84,0,0,9.8,0,0,0,0,3.92,0,0,1.96,0,0
