stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,2.63,0,0,0,18.4,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,123.55,0,0,0,18.4,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,12.59,0,3.15,0,9.44,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,251.76,9.44,0,0,59.79,0,0,3.15,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,5,77,12,0,30,0,0,0,1,6,1,2,0,0,0,0,0,0,12,0,0,14,165,8,0,3,4,0,3,0,8,5,0,20,47,0,0,1,0,0
 24-34,0,0,5.75,44.33,0,0,55,0,3.28,0,9.85,2.46,0,1.64,0.82,0.82,0,3.28,0.82,0,46.79,0.82,0.82,14.78,282.37,4.93,1.64,4.1,0,0,12.31,0,0,0.82,0,5.75,87.83,0,0,4.1,0,0.82
 36-46,0,0,1.61,12.89,0,0,31.42,0,0.81,0.81,12.09,3.22,0,1.61,0,0,0,0.81,0,0,25.78,0,0.81,6.45,138.58,3.22,0.81,3.22,0,0,7.25,0,0,0,0,0,37.87,0,0,4.03,0,0.81
 48-58,0,0,0,8.61,1.15,0,53.36,0,1.72,7.46,22.95,0,0,1.15,0.57,0,0.57,0.57,0.57,0,51.07,0.57,2.3,8.03,81.48,2.3,1.15,2.87,0,0,12.05,0,0,0,0,0,30.99,0,0,2.87,0,0.57
 60-70,0,0,0,9.82,0,0,75.58,0,3.93,1.96,40.24,0,0,0,1.96,1.96,0,0.98,0,0,72.63,1.96,0,10.8,62.82,1.96,0.98,0.98,0,0,19.63,0,0,2.94,0,0,15.7,0,0.98,5.89,0,2.94
 72-82,0,0,0,9.82,0,0,68.72,0,0.98,6.87,50.06,4.91,0,0,1.96,1.96,2.94,0,0.98,0.98,105.04,1.96,0,9.82,79.51,0,1.96,5.89,0,0,17.67,0,0,0.98,0,0,4.91,0.98,2.94,9.82,1.96,1.96
 84-94,0,0,0,11.68,2.12,0,73.28,0,4.25,3.19,31.86,2.12,1.06,1.06,7.43,4.25,2.12,4.25,3.19,0,69.03,3.19,1.06,7.43,53.1,4.25,4.25,7.43,0,0,86.03,0,0,4.25,1.06,0,1.06,1.06,2.12,2.12,1.06,1.06
 96-106,0,0,1.09,25.14,3.28,1.09,68.85,0,14.21,5.46,51.36,3.28,0,0,1.09,1.09,2.19,1.09,3.28,0,63.39,2.19,3.28,6.56,48.09,2.19,7.65,5.46,0,0,97.26,0,0,1.09,1.09,0,3.28,2.19,1.09,13.11,2.19,5.46
108-118,0,0,0,33.7,0.77,0.77,75.06,1.53,11.49,1.53,42.13,6.13,0,0.77,8.43,3.06,5.36,2.3,10.72,0.77,52.09,0.77,2.3,3.06,60.51,0,0.77,9.19,0,0.77,70.47,0,0,1.53,0,0,3.83,2.3,0,6.13,1.53,5.36
120,0,0,0,29.4,1.96,0,52.91,1.96,13.72,0,60.75,9.8,0,0,17.64,0,0,3.92,9.8,0,39.2,1.96,1.96,7.84,56.83,0,5.88,5.88,0,1.96,66.63,0,0,3.92,0,0,3.92,0,1.96,7.84,3.92,3.92
