stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,237.2,6246.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,269.7,5504.41,0,12.26,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,177.76,6.13,0,0,42.91,110.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,63.09,68.35,0,110.41,0,0,0,231.33,0,0,0,0,0,99.89,0,0,0,0,0,0,0,0,0,0,0,2578.77,65.72,0,0,1051.49,5.26,10.51,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,62.94,0,103.85,0,9.44,0,239.17,0,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,1702.51,18.88,0,0,764.71,0,18.88,3.15,69.23,0,0,0,0,0,0,0,0
 14-21,0,0,0,10,174,57,0,122,0,0,0,24,4,0,1,0,2,0,1,1,0,84,0,0,108,1302,17,10,14,50,32,1,184,13,0,165,409,0,0,9,0,0
 24-34,0,0,0,2.46,59.1,33.66,0,381.7,0,0.82,1.64,36.12,0.82,0.82,1.64,4.93,3.28,1.64,1.64,2.46,0,169.1,0.82,2.46,73.06,2032.44,18.88,21.34,18.88,0,101.79,0,0,4.1,0,13.13,473.63,0,0,19.7,0,1.64
 36-46,0,0,0,0,29.81,8.86,0,802.45,0,0,0,52.37,0,0,1.61,4.83,0.81,3.22,0,0.81,0,148.24,0.81,3.22,48.34,1426.84,3.22,12.89,7.25,0,34.64,0,0,0.81,0,0,363.36,0,0,17.72,0,3.22
 48-58,0,0,0,0.57,35.58,14.92,0,941.61,0,4.02,2.3,44.18,3.44,0,4.59,5.74,0.57,1.72,1.72,1.15,0,170.42,1.15,9.75,36.72,720.7,1.72,6.89,8.61,0,16.07,0,0,0.57,0,0,134.27,0,0,14.35,0,0.57
 60-70,0,0,0,0,49.08,2.94,0,688.05,0,1.96,0.98,55.95,3.93,0,1.96,3.93,3.93,4.91,4.91,0.98,1.96,121.71,0,8.83,22.58,404.39,4.91,2.94,5.89,0,13.74,0,0,3.93,0,0,16.69,3.93,0.98,9.82,0,0.98
 72-82,0,0,0.98,0,68.72,3.93,0,263.09,0.98,2.94,0.98,49.08,18.65,0,4.91,7.85,4.91,3.93,0.98,2.94,0,150.19,6.87,10.8,31.41,318.06,0.98,8.83,4.91,0,13.74,0,0,1.96,0,0,12.76,23.56,0,17.67,0,0
 84-94,0,0,1.06,1.06,134.88,6.37,0,247.45,1.06,1.06,0,30.8,38.23,0,1.06,10.62,8.5,8.5,1.06,1.06,2.12,129.57,2.12,15.93,32.92,249.58,3.19,9.56,8.5,0,26.55,0,0,1.06,1.06,0,6.37,96.65,0,23.36,0,2.12
 96-106,0,0,0,0,151.91,4.37,4.37,190.16,0,1.09,0,40.44,42.62,0,5.46,16.39,7.65,4.37,0,2.19,1.09,73.22,1.09,6.56,14.21,230.59,6.56,7.65,12.02,0,25.14,0,0,8.74,0,0,8.74,106.01,0,14.21,3.28,0
108-118,0,0,0,0.77,159.32,22.98,2.3,171.58,0,2.3,1.53,39.83,30.64,0,1.53,16.09,6.89,7.66,1.53,0,0,46.72,2.3,5.36,16.85,288,3.83,7.66,6.13,0,18.38,0,0,3.83,0,0,6.13,85.79,0,11.49,0.77,0
120,0,0,0,0,84.27,27.44,0,139.14,0,0,0,31.36,13.72,0,1.96,7.84,0,3.92,0,3.92,0,41.16,1.96,3.92,13.72,221.46,3.92,5.88,3.92,0,7.84,0,0,0,0,0,9.8,37.24,0,13.72,0,0
