stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,474.41,8433.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.27,0,0,0,0,0,0,0,0,0,0,0
  5-6,324.87,5633.13,0,12.26,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,190.02,6.13,0,0,73.56,0,67.43,0,0,0,0,0,0,0,0,0,0,0
  7-9,84.12,92,0,226.07,0,2.63,0,239.21,0,0,0,0,131.44,0,0,0,0,0,0,0,0,0,0,0,2492.02,68.35,0,0,1001.54,0,7.89,26.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,103.85,0,176.23,0,28.32,0,239.17,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,2029.8,18.88,0,0,849.68,0,0,15.73,0,103.85,0,9.44,6.29,0,0,0,0,0
 14-21,0,0,0,48,384,130,0,258,0,0,42,13,4,1,4,9,2,3,1,0,221,0,0,195,2804,50,20,44,91,0,101,11,420,23,2,330,893,0,0,15,0,0
 24-34,0,0,0.82,13.95,139.55,53.36,0,623.85,0.82,0.82,69.77,4.1,1.64,0.82,22.16,5.75,6.57,13.13,8.21,1.64,438.34,1.64,1.64,188.8,3619.15,41.86,34.48,36.94,0,0,206.03,0,1.64,7.39,1.64,36.12,845.48,0,0,63.21,0,11.49
 36-46,0,0,0,2.42,56.4,28.2,0,1168.22,0,3.22,57.2,3.22,0,4.83,24.17,2.42,7.25,0.81,3.22,2.42,321.46,0.81,8.06,111.18,2304.21,8.86,18.53,20.14,0,0,61.23,0,1.61,4.83,0,0,530.94,0,0,31.42,0,13.7
 48-58,0,0,0,0,64.27,25.25,0,1210.15,1.15,6.31,75.74,5.74,0,6.31,17.21,0.57,10.33,4.59,2.3,1.15,370.1,3.44,13.2,77.46,1063.83,10.9,9.18,13.77,0,0.57,30.99,0,0,1.72,0,0,187.63,0,0,22.95,0,8.03
 60-70,0.98,0,0,0,76.56,2.94,0,885.33,0,0.98,77.54,8.83,0,1.96,10.8,0,10.8,3.93,1.96,3.93,264.03,3.93,24.54,47.11,534.93,7.85,3.93,7.85,0,0,18.65,0,0,2.94,0,0,37.3,0,0.98,15.7,0,4.91
 72-82,0,0,0,0,71.66,9.82,1.96,347.51,0,4.91,93.26,21.6,0,6.87,15.71,5.89,9.82,0.98,6.87,0,261.12,0.98,13.74,49.08,414.26,2.94,9.82,10.8,0,0.98,16.69,0,0,2.94,0,0,14.72,0.98,0.98,34.36,0.98,0.98
 84-94,0,0,1.06,2.12,79.65,23.36,1.06,329.23,1.06,3.19,53.1,32.92,0,3.19,22.3,5.31,10.62,2.12,12.74,1.06,215.59,0,26.55,47.79,332.42,6.37,10.62,10.62,0,1.06,24.43,0,0,5.31,0,0,7.43,8.5,2.12,38.23,1.06,0
 96-106,0,0,1.09,1.09,76.5,28.41,2.19,246.98,3.28,0,56.83,36.06,0,7.65,43.71,2.19,4.37,5.46,7.65,1.09,118.03,1.09,8.74,33.88,293.98,5.46,12.02,18.58,0,0,28.41,1.09,0,5.46,0,0,5.46,2.19,1.09,37.16,1.09,1.09
108-118,0,0,0,0,45.19,37.53,2.3,212.17,0.77,0,70.47,21.45,0,1.53,37.53,3.83,7.66,4.6,7.66,3.83,86.55,0.77,6.89,33.7,389.88,4.6,12.26,9.19,0,0.77,16.09,0.77,0,5.36,0,0,3.06,3.06,0,32.94,0.77,1.53
120,0,0,0,1.96,29.4,35.28,0,217.54,0,0,47.03,15.68,0,0,27.44,0,7.84,0,7.84,1.96,82.31,0,5.88,25.48,303.77,3.92,1.96,9.8,0,0,21.56,0,0,0,0,0,1.96,3.92,0,25.48,0,1.96
