stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,263.56,5086.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.56,0,0,0,0,0,0,0,0,0,0,0
  5-6,232.93,3457.11,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,67.43,0,0,0,36.78,0,104.2,0,0,0,0,0,0,0,0,0,0,0
  7-9,60.46,52.57,0,105.15,0,0,0,226.07,0,0,0,0,0,97.26,0,0,0,0,0,0,0,0,0,0,0,1608.77,94.63,0,0,575.69,0,18.4,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,91.26,0,132.17,0,15.73,0,239.17,0,0,0,0,0,119.58,0,0,0,0,0,0,0,0,0,0,0,2684.36,116.44,0,0,1054.23,0,25.18,9.44,9.44,113.29,0,22.03,6.29,0,0,0,0,0
 14-21,2,3,6,44,1056,507,0,713,0,8,0,77,31,64,10,22,61,4,6,21,34,404,8,0,320,5055,250,20,78,148,0,187,4,798,76,103,1353,1520,0,0,41,0,26
 24-34,0.82,0,6.57,32.01,427.67,435.05,0,1209.12,32.01,36.12,18.06,101.79,15.6,7.39,16.42,54.18,96.86,13.13,31.19,21.34,71.41,666.54,19.7,2.46,274.99,5132.81,81.26,62.39,78.8,0,0.82,309.46,0,3.28,46.79,50.07,297.97,1154.94,0,0,151.86,0,101.79
 36-46,0,0,3.22,4.83,190.94,185.3,0,1600.86,34.64,30.62,40.28,198.19,11.28,0,13.7,64.45,29.81,26.59,21.75,20.95,60.43,696.1,11.28,10.47,215.92,4600.37,61.23,60.43,49.15,0,0.81,260.23,2.42,3.22,20.95,33.03,17.72,1032.06,0,0.81,89.43,0.81,54.79
 48-58,0,0,3.44,5.16,231.82,53.94,0,1961.27,26.4,45.33,51.07,358.63,28.69,0.57,15.49,55.09,20.66,37.87,21.8,25.82,25.25,1013.34,18.94,32.71,203.13,3662.02,40.17,33.28,48.77,0,2.3,260.51,0.57,0.57,16.07,24.1,0,731.6,0,2.3,86.64,1.72,56.23
 60-70,0,0,2.94,0,199.25,32.39,0,1970.9,25.52,33.37,43.19,383.78,67.73,0.98,11.78,42.21,19.63,52.02,25.52,49.08,11.78,1023.73,6.87,51.04,140.36,3163.45,27.48,30.43,39.26,0,4.91,199.25,0,0,20.61,11.78,0,372.98,5.89,19.63,83.43,17.67,41.22
 72-82,0,0,14.72,0,260.14,60.86,19.63,1624.65,23.56,20.61,49.08,444.69,200.26,0.98,22.58,82.46,66.75,43.19,23.56,68.72,13.74,1137.75,19.63,34.36,160.99,2573.92,17.67,51.05,60.86,0,6.87,217.93,0,0,33.38,4.91,0,143.32,20.61,35.34,128.6,36.32,29.45
 84-94,0,0,10.62,3.19,396.14,81.78,33.99,1134.26,28.68,41.42,50.98,234.71,315.43,1.06,8.5,88.15,83.9,54.16,30.8,200.73,23.36,784.85,22.3,61.6,141.25,1446.49,24.43,41.42,78.59,0,4.25,592.62,0,0,55.23,4.25,0,87.09,48.85,37.17,132.75,29.74,16.99
 96-106,1.09,0,15.3,4.37,347.53,109.28,40.44,872.09,22.95,51.36,30.6,261.19,399.98,1.09,25.14,138.79,71.04,33.88,45.9,204.36,14.21,607.62,17.49,24.04,123.49,1257.87,22.95,84.15,80.87,0,13.11,602.16,0,0,57.92,3.28,0,38.25,34.97,21.86,149.72,33.88,16.39
108-118,0,0,12.26,3.06,272.68,109.53,54.38,712.35,13.02,40.6,30.64,225.96,259.66,0,5.36,108,58.98,32.17,23.74,223.66,24.51,422.81,11.49,19.15,107.23,1466.82,16.09,45.19,49.02,0,4.6,495.58,0,0,35.23,4.6,0,26.81,27.57,13.02,94.98,15.32,15.32
120,0,0,5.88,1.96,207.74,127.39,19.6,437.03,19.6,33.32,15.68,145.02,113.67,0,3.92,96.03,37.24,19.6,17.64,68.59,5.88,303.77,13.72,11.76,103.87,1150.39,25.48,29.4,41.16,0,9.8,301.81,1.96,1.96,27.44,3.92,0,31.36,17.64,1.96,70.55,15.68,11.76
