stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1001.52,17118.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.3,0,0,0,0,0,0,0,0,0,0,0
  5-6,1281.09,14882.75,0,18.39,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,410.69,49.04,0,0,116.46,0,214.54,0,0,0,0,0,0,0,0,0,0,0
  7-9,215.55,162.98,0,304.93,0,2.63,0,741.3,0,0,0,0,0,170.87,0,0,0,0,0,0,0,0,0,0,0,5722.71,210.3,0,0,2097.71,0,7.89,26.29,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,75.53,0,144.76,0,25.18,0,223.43,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,2130.5,132.17,0,0,1689.92,0,0,18.88,15.73,47.2,0,9.44,3.15,0,0,0,0,0
 14-21,0,2,0,5,126,14,0,26,0,0,0,4,6,1,3,0,0,0,0,1,0,40,0,0,41,229,19,1,2,11,0,5,2,213,1,5,90,110,0,0,11,0,0
 24-34,0,0,0,1.64,62.39,1.64,0,64.85,0,10.67,3.28,13.95,0,0,3.28,0,0,0,4.1,4.1,0.82,130.52,0,0,81.26,506.47,13.13,7.39,7.39,0,0,45.97,0,0,4.1,5.75,50.07,145.29,0,0,70.59,0,0
 36-46,0,0,0,0,18.53,0,0,47.53,0.81,3.22,4.83,13.7,0.81,0.81,1.61,0,0.81,0,0,1.61,0,97.49,0,0.81,24.98,259.43,5.64,3.22,2.42,0,0,48.34,1.61,0.81,0.81,0.81,0,99.9,0,0,46.73,0,0
 48-58,0,0,0,0,24.67,0,0,119.35,0.57,5.16,4.59,17.79,0.57,1.72,2.87,0,0,1.15,1.15,0.57,0,98.12,0.57,5.16,21.23,122.22,4.59,8.61,1.15,0,0,49.35,0,0,2.3,0.57,0,42.46,0,0,41.31,0,0.57
 60-70,0.98,0,0,0,40.24,1.96,0.98,243.42,0.98,13.74,11.78,21.59,4.91,0,0,0,0,0.98,0.98,5.89,0,173.73,0,6.87,16.69,82.45,7.85,7.85,2.94,0,0.98,120.73,0,0,3.93,0.98,0,21.59,1.96,2.94,40.24,2.94,0.98
 72-82,0,0,0.98,0,22.58,0.98,0,186.52,0,18.65,4.91,29.45,1.96,0,1.96,0,1.96,0,3.93,0.98,0,222.84,0.98,8.83,16.69,85.4,2.94,20.61,3.93,0,1.96,120.74,0,0,3.93,0.98,0,10.8,3.93,5.89,52.03,6.87,1.96
 84-94,0,0,0,1.06,44.61,1.06,0,138.06,1.06,29.74,4.25,16.99,8.5,0,2.12,5.31,4.25,2.12,2.12,3.19,0,138.06,0,7.43,16.99,47.79,2.12,18.05,6.37,0,2.12,343.04,0,0,7.43,0,0,8.5,4.25,2.12,39.3,4.25,0
 96-106,0,0,0,0,43.71,2.19,0,121.31,1.09,28.41,5.46,13.11,8.74,0,2.19,8.74,5.46,0,2.19,4.37,0,132.23,3.28,5.46,12.02,48.09,0,25.14,5.46,0,2.19,351.9,0,0,1.09,2.19,0,6.56,3.28,6.56,38.25,6.56,0
108-118,0,0,0.77,0,87.32,1.53,0,82.72,0.77,67.4,4.6,14.55,9.19,0,0,1.53,16.85,2.3,3.83,3.06,0,134.04,7.66,4.6,14.55,54.38,1.53,15.32,2.3,0,0.77,481.79,0,0,6.13,0,0,1.53,7.66,3.83,32.17,3.83,1.53
120,0,0,0,0,211.66,1.96,0,99.95,3.92,97.99,9.8,33.32,31.36,0,0,3.92,5.88,1.96,3.92,1.96,1.96,180.3,11.76,19.6,17.64,97.99,9.8,29.4,13.72,0,1.96,560.5,0,0,3.92,7.84,0,7.84,0,1.96,39.2,13.72,0
