stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,1989.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,521.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,23.66,0,21.03,0,0,0,31.54,0,0,0,0,270.76,0,0,0,0,0,0,0,0,0,0,0,517.86,36.8,0,0,302.3,0,0,2.63,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,59.79,0,210.85,0,12.59,0,59.79,0,0,0,0,251.76,0,0,0,0,0,0,0,0,0,0,3.15,1013.32,31.47,0,0,1283.96,0,3.15,12.59,0,119.58,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,1,23,143,116,0,33,0,0,6,12,0,11,25,2,1,0,0,28,243,0,0,212,398,13,0,7,233,0,1,2,69,23,0,59,260,0,0,39,0,10
 24-34,0,0,0,3.28,9.85,14.78,0,26.27,0.82,3.28,10.67,0,0,9.03,46.79,0.82,4.93,0.82,1.64,45.15,230.66,0,0.82,75.52,336.55,6.57,0.82,2.46,0,0.82,4.93,0,0,0.82,0.82,16.42,90.29,0,0,143.65,0,35.3
 36-46,0,0,0,1.61,10.47,1.61,0,6.45,2.42,11.28,24.17,3.22,0,10.47,51.56,0.81,7.25,0,3.22,28.2,295.68,0,3.22,70.9,241.7,1.61,0,3.22,0,0,0.81,0,0.81,0,0,0,71.7,0,0.81,75.73,0,15.31
 48-58,0,0,0,0,1.15,1.72,0,13.2,1.15,14.35,26.4,1.72,1.15,9.18,54.51,0.57,5.16,0,0.57,18.36,291.49,0,2.87,18.36,74.02,0.57,0,2.87,0,2.3,0,0,0,1.15,0,0,30.41,0,1.72,40.74,0,12.62
 60-70,0,0,0,0,8.83,0,0,15.7,0,1.96,25.52,2.94,0,5.89,57.91,0,11.78,0,0,6.87,325.87,0,5.89,17.67,57.91,0,0,0.98,0,7.85,0.98,0,0,0,0,0,13.74,0,5.89,34.35,1.96,11.78
 72-82,0,0,0,0,3.93,0.98,0,14.72,0,5.89,5.89,0,0,7.85,74.61,0.98,9.82,0,0,8.83,258.18,0,4.91,12.76,43.19,0,0,2.94,0,6.87,2.94,0,0,0.98,0,0,1.96,0,2.94,44.17,1.96,11.78
 84-94,0,0,0,0,5.31,0,0,22.3,0,5.31,10.62,2.12,1.06,5.31,123.2,2.12,21.24,0,1.06,20.18,155.06,0,6.37,7.43,41.42,0,0,8.5,0,6.37,1.06,0,0,0,0,0,4.25,2.12,2.12,52.04,2.12,15.93
 96-106,0,0,0,0,6.56,0,0,15.3,3.28,3.28,9.84,0,0,9.84,155.18,3.28,15.3,0,0,8.74,136.61,1.09,16.39,4.37,38.25,0,0,6.56,0,5.46,3.28,0,0,1.09,0,0,2.19,0,3.28,53.55,0,17.49
108-118,0,0,0.77,0.77,6.89,0.77,0.77,6.89,0.77,3.06,10.72,0.77,0,3.83,105.7,1.53,16.85,0,0,13.79,91.92,0,3.83,7.66,42.89,1.53,0,4.6,0,4.6,0,0,0,0,0,0,1.53,0,1.53,45.19,0.77,29.87
120,0,0,0,0,5.88,1.96,0,1.96,0,0,3.92,0,0,5.88,111.71,0,17.64,0,0,5.88,86.23,0,7.84,1.96,25.48,0,0,3.92,0,7.84,3.92,0,0,0,0,0,5.88,0,0,43.12,1.96,5.88
