stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,645.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,177.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,0,0,5.26,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,36.8,2.63,0,0,15.77,0,7.89,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.58,9.44,0,0,18.88,0,3.15,0,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,1,112,1,0,3,0,0,0,0,7,0,2,11,3,0,1,0,0,14,1,0,8,22,3,0,1,1,0,45,0,5,1,2,14,0,0,3,0,0
 24-34,0,0,0,0.82,37.76,0.82,0,9.85,0,1.64,1.64,1.64,2.46,0,0,34.48,9.03,0,1.64,2.46,0.82,23.8,2.46,0,10.67,51.71,1.64,4.93,3.28,0,0,117.38,0,0,0.82,2.46,22.16,0,0,12.31,0,0.82
 36-46,0,0,0,0,24.98,0,0,2.42,0,8.06,4.03,5.64,1.61,1.61,4.03,64.45,0.81,1.61,3.22,0,0.81,57.2,2.42,1.61,8.86,58.81,4.83,2.42,4.83,0,0,120.04,0,0,0.81,0,19.34,0,0,12.09,0,2.42
 48-58,0,0,0,0,28.69,0,0,19.51,0,7.46,3.44,16.07,1.72,1.72,2.87,46.48,0,0.57,5.16,0.57,2.87,52.79,6.89,1.15,5.16,39.59,1.72,2.87,3.44,0,0,122.22,0.57,0,1.15,0,12.05,0,0,9.18,0,4.02
 60-70,0,0,0,0,50.06,0.98,0,11.78,0,33.37,2.94,17.67,6.87,0,3.93,89.32,3.93,2.94,2.94,1.96,0.98,69.69,10.8,1.96,12.76,40.24,1.96,1.96,0.98,0,0.98,136.43,0,0,0.98,0,11.78,0.98,1.96,6.87,0,1.96
 72-82,0,0,0.98,0,47.12,0,0,25.52,0,11.78,4.91,31.41,10.8,2.94,1.96,90.31,5.89,0.98,8.83,0.98,0.98,108.96,13.74,8.83,9.82,46.14,0,1.96,5.89,0,0,134.49,0,0,0.98,0,11.78,9.82,0,11.78,2.94,1.96
 84-94,0,0,1.06,0,79.65,2.12,0,20.18,1.06,31.86,8.5,13.81,20.18,3.19,1.06,149.75,7.43,3.19,10.62,1.06,4.25,75.4,7.43,3.19,3.19,35.05,4.25,5.31,3.19,0,1.06,323.92,0,0,4.25,0,4.25,8.5,3.19,13.81,2.12,2.12
 96-106,0,0,0,0,102.73,4.37,1.09,29.51,0,26.23,3.28,18.58,30.6,0,1.09,170.48,7.65,1.09,10.93,1.09,1.09,53.55,18.58,3.28,8.74,28.41,1.09,7.65,2.19,0,1.09,323.48,0,0,2.19,0,1.09,15.3,0,12.02,3.28,3.28
108-118,0.77,0,0.77,0,110.3,2.3,0.77,22.98,0.77,42.89,3.83,11.49,37.53,0,0.77,154.72,16.09,5.36,12.26,3.06,4.6,55.15,13.79,3.83,6.89,29.87,1.53,5.36,9.19,0,0.77,201.45,0,0,1.53,0,0,33.7,2.3,11.49,0.77,3.83
120,0,0,0,0,129.35,5.88,0,7.84,0,29.4,5.88,19.6,29.4,0,3.92,215.58,3.92,3.92,3.92,3.92,1.96,41.16,5.88,1.96,5.88,19.6,3.92,5.88,13.72,0,0,195.98,0,0,1.96,0,1.96,13.72,0,21.56,1.96,1.96
