stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1,0,16,6,0,7,0,1,0,2,0,1,0,0,3,0,0,0,0,11,0,0,4,75,5,0,2,1,0,4,0,19,1,0,22,44,0,0,2,0,0
 24-34,0,0,1.64,16.42,1.64,0,33.66,0,3.28,0,0,0.82,0,1.64,2.46,8.21,0.82,0.82,0.82,0,29.55,0.82,0,10.67,160.89,0,1.64,3.28,0,0,13.13,0,0,2.46,1.64,4.93,57.46,0,0,11.49,0,3.28
 36-46,0,0,0,3.22,0,0,51.56,0.81,0.81,0.81,12.89,0,0,0.81,0.81,6.45,0.81,0,1.61,0,20.95,0.81,0,5.64,112.79,2.42,0,0.81,0,0,15.31,0.81,0,0,0,0,35.45,0,0,5.64,0,2.42
 48-58,0,0,0,2.3,0,0,67.14,1.72,1.72,0,23.53,2.3,0,0.57,0.57,2.3,2.3,0,0.57,0.57,44.76,0,2.3,4.02,75.74,0,0.57,1.72,0,0,12.05,0,0,1.15,2.87,0,19.51,0,0,6.31,0,4.59
 60-70,0,0,0,11.78,0,0,54.97,0.98,0.98,1.96,32.39,1.96,0,0.98,0.98,1.96,2.94,1.96,0.98,0.98,41.22,0.98,2.94,5.89,46.13,1.96,1.96,2.94,0.98,0,17.67,0,0,1.96,4.91,0,5.89,0,0.98,4.91,0,0.98
 72-82,0,1.96,0,7.85,2.94,0,66.75,1.96,0.98,7.85,62.83,11.78,0,0,4.91,8.83,0.98,1.96,4.91,0,71.66,0.98,5.89,1.96,64.79,0,2.94,4.91,0,0.98,11.78,0,0,3.93,0,0,6.87,0.98,0,9.82,1.96,1.96
 84-94,0,1.06,0,16.99,1.06,2.12,72.22,1.06,4.25,3.19,41.42,21.24,0,1.06,7.43,12.74,6.37,1.06,8.5,2.12,56.29,0,4.25,8.5,50.98,0,4.25,2.12,0,0,35.05,0,0,11.68,4.25,0,6.37,1.06,0,8.5,3.19,1.06
 96-106,0,5.46,0,18.58,1.09,3.28,49.18,1.09,3.28,4.37,32.79,18.58,0,4.37,8.74,15.3,3.28,1.09,7.65,0,56.83,2.19,1.09,6.56,53.55,0,3.28,7.65,0,0,26.23,0,0,5.46,3.28,0,2.19,1.09,0,8.74,2.19,1.09
108-118,0,1.53,0.77,22.21,3.06,8.43,48.26,0,2.3,3.83,32.94,18.38,0,0.77,6.13,11.49,3.83,1.53,10.72,2.3,42.13,2.3,2.3,9.19,53.62,2.3,2.3,7.66,0,0,24.51,0,0,11.49,0.77,0,3.83,0.77,0,7.66,1.53,0.77
120,1.96,0,0,7.84,3.92,0,23.52,1.96,7.84,1.96,27.44,15.68,0,0,7.84,0,0,3.92,1.96,0,31.36,0,1.96,13.72,25.48,0,0,3.92,0,0,5.88,0,0,11.76,1.96,0,0,1.96,0,3.92,0,0
