stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,184.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,263.57,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.89,18.4,0,0,0,15.77,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,102.52,2.63,0,0,26.29,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,15.73,0,0,0,69.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.86,9.44,0,0,37.76,0,25.18,0,3.15,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,1360,12,0,6,0,2,0,1,1,0,0,0,6,0,0,0,0,50,8,0,16,654,1,23,2,3,0,44,0,13,132,0,19,115,0,0,0,0,0
 24-34,0,0,0.82,245.44,4.1,0,18.88,0,12.31,0.82,14.78,0.82,0.82,0,0,1.64,0.82,0,0.82,0,204.39,4.93,0,26.27,894.73,0.82,114.92,17.24,0,0,43.51,0,0.82,62.39,0.82,11.49,146.93,0,0,3.28,0,0
 36-46,0,0,0,47.53,0,0,20.95,0,1.61,0,48.34,0,0,0,0,0,0,0.81,0,0.81,252.17,2.42,0,20.14,984.53,1.61,58.81,27.39,0,0.81,41.89,0,0,23.36,0.81,0,101.51,0,0,3.22,0,2.42
 48-58,0,0,0,23.53,1.72,0,73.45,0,10.9,1.15,76.89,0,0,1.72,0,0,0,1.15,0,1.15,366.66,1.15,1.15,35.58,1209.58,0.57,43.61,30.41,0,0.57,28.69,0,0,21.23,0,0,72.87,0,0,1.72,0,3.44
 60-70,0,0,0,15.7,0,0,67.73,0,4.91,3.93,62.82,0,0,0,1.96,0,0,0.98,0.98,0,420.09,0.98,0.98,38.28,1155.25,0.98,28.46,20.61,0,4.91,28.46,0,0,21.59,0.98,0,27.48,0,0,2.94,0,2.94
 72-82,0,0,0,25.52,5.89,0,153.14,0.98,5.89,0,115.84,0.98,0,0,1.96,0.98,0.98,5.89,1.96,0,641.03,4.91,2.94,56.94,1140.69,0,62.83,58.9,0,8.83,28.47,0,0,29.45,0,0,13.74,0,0.98,5.89,3.93,0
 84-94,0,0,0,43.54,2.12,0,178.42,0,20.18,1.06,86.03,3.19,0,2.12,2.12,1.06,3.19,7.43,1.06,1.06,520.4,3.19,4.25,35.05,741.3,0,75.4,61.6,0,6.37,97.71,0,0,61.6,0,0,10.62,0,3.19,2.12,2.12,2.12
 96-106,0,0,1.09,64.48,7.65,0,158.46,0,26.23,3.28,86.33,4.37,0,0,5.46,2.19,1.09,20.76,4.37,0,527.84,4.37,10.93,36.06,556.26,2.19,111.47,67.76,0,6.56,71.04,0,0,67.76,0,0,6.56,2.19,5.46,2.19,2.19,2.19
108-118,0,0,0,40.6,3.06,0,64.34,0.77,28.34,0.77,82.72,1.53,0,0,4.6,0,2.3,6.89,0.77,0,506.3,1.53,10.72,22.98,738.39,1.53,68.94,55.92,0,6.89,55.15,0,0,49.79,0,0,2.3,3.06,1.53,2.3,2.3,0
120,0,0,0,50.95,5.88,1.96,96.03,1.96,11.76,0,80.35,1.96,0,0,1.96,3.92,0,3.92,3.92,0,366.48,1.96,3.92,21.56,740.8,0,47.03,43.12,0,0,39.2,0,0,23.52,0,0,1.96,1.96,1.96,3.92,0,1.96
