stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,1,1,2,9,11,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,268,5,12,2,14,0,2,153,2,5,198,148,0,0,6,0,0
 24-34,0,5.75,0,4.1,0,0,53.36,0,0.82,0,6.57,0,0,0.82,0,0.82,0,0,0.82,0,14.78,0,0,6.57,856.97,1.64,43.51,0.82,0,0,3.28,1.64,0,0.82,36.12,141.19,0,0,36.12,0,0
 36-46,0,0,0,3.22,2.42,0,156.3,0.81,0,0.81,6.45,0.81,0,0.81,0.81,0,0,0,0.81,0,7.25,0.81,1.61,3.22,1526.74,0.81,34.64,0,0,0,4.83,0.81,1.61,0.81,0,169.19,0,0,10.47,0,0.81
 48-58,0,0.57,0,5.74,1.15,0,463.63,0,1.15,2.3,23.53,0,0.57,1.15,4.59,1.15,1.72,0,1.72,0.57,24.1,1.15,0.57,3.44,1794.29,0.57,28.69,1.15,0,0.57,8.61,0,1.15,0,0,169.85,0,0,13.2,0,1.72
 60-70,0,0.98,0,9.82,0,0,945.21,0.98,0.98,0.98,27.48,0.98,0.98,2.94,1.96,0,0.98,0.98,0,0.98,30.43,2.94,0.98,6.87,2003.29,0,28.46,0.98,0,0,10.8,0,0,0,0,141.34,1.96,0.98,8.83,0,0.98
 72-82,0,4.91,0,9.82,3.93,0,800.05,0,1.96,2.94,35.34,1.96,0,0,10.8,0.98,0,0,0.98,0,46.14,2.94,0.98,1.96,1505.87,0,23.56,1.96,0,0,4.91,0,0,0,0,75.59,2.94,1.96,12.76,2.94,0.98
 84-94,0,5.31,0,21.24,4.25,0,402.51,0,2.12,2.12,45.67,3.19,0,1.06,14.87,5.31,2.12,2.12,2.12,0,36.11,0,3.19,2.12,628.73,0,22.3,4.25,0,0,14.87,0,2.12,0,0,38.23,4.25,2.12,8.5,1.06,2.12
 96-106,0,5.46,0,15.3,2.19,1.09,271.03,0,2.19,0,22.95,4.37,0,2.19,16.39,0,1.09,1.09,1.09,0,20.76,3.28,1.09,2.19,496.15,1.09,29.51,4.37,0,0,12.02,0,2.19,0,0,14.21,0,0,9.84,2.19,0
108-118,0,3.83,0,11.49,1.53,1.53,201.45,0,1.53,0.77,13.02,3.06,0,0.77,23.74,0.77,0,0.77,1.53,0,22.98,1.53,1.53,3.83,598.22,0,19.92,2.3,0,0.77,9.19,0,0,0,0,8.43,3.83,0.77,7.66,0.77,0
120,0,0,0,9.8,0,0,203.82,0,0,0,27.44,1.96,0,0,21.56,0,0,1.96,3.92,0,13.72,0,0,0,705.52,0,15.68,0,0,0,0,0,0,0,0,9.8,0,0,9.8,0,0
