stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,250.38,7458.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.34,0,0,0,0,0,0,0,0,0,0,0
  5-6,269.7,3420.34,0,6.13,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,140.98,12.26,0,0,24.52,0,373.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,78.86,84.12,0,97.26,0,2.63,531,0,0,0,0,0,52.57,0,0,0,0,0,0,0,0,0,0,0,3738.03,94.63,0,0,1017.31,0,73.6,28.92,0,0,0,0,0,0,0,0,0,0
 10-12,0,100.7,0,119.58,0,31.47,409.11,0,0,0,0,0,18.88,0,0,0,0,0,3.15,0,0,0,0,0,3606.43,81.82,0,0,1060.53,0,31.47,9.44,0,113.29,0,22.03,15.73,0,0,0,0,0
 14-21,1,0,2,14,186,126,357,0,2,0,57,9,5,5,0,4,0,1,0,3,90,0,0,76,3700,51,13,37,69,0,121,4,197,14,143,345,902,0,0,33,0,2
 24-34,0,0,2.46,4.93,63.21,14.78,644.37,2.46,2.46,3.28,95.22,2.46,0,5.75,7.39,2.46,2.46,9.03,2.46,8.21,135.44,0,1.64,68.95,3656.91,43.51,41.86,27.09,0.82,0,162.53,0,0,6.57,17.24,64.85,854.51,0,0,74.7,0,3.28
 36-46,0,0,0.81,0,23.36,0.81,996.61,6.45,3.22,6.45,162.75,1.61,0.81,5.64,8.06,0,4.83,6.45,0,8.06,109.57,0.81,3.22,36.26,2486.3,33.03,49.15,13.7,0,0,139.38,0.81,0,0.81,10.47,0.81,831.45,0,0,42.7,0,5.64
 48-58,0.57,0,0.57,0,19.51,0.57,953.09,3.44,2.3,6.31,259.93,0.57,2.87,6.31,5.16,2.3,1.72,3.44,0.57,13.77,134.84,0.57,2.3,23.53,1120.64,13.2,44.18,10.9,0,0.57,73.45,0.57,0,1.15,4.02,0,472.24,0,1.15,28.12,0,2.87
 60-70,0,0,1.96,0,31.41,0,674.31,2.94,4.91,4.91,314.09,7.85,0.98,1.96,16.69,1.96,10.8,6.87,0,6.87,159.01,0.98,7.85,22.58,1052.19,9.82,51.04,22.58,0,0,71.65,0,0,1.96,5.89,0,230.66,0,3.93,33.37,0.98,2.94
 72-82,0,0,2.94,0.98,36.32,3.93,329.84,2.94,2.94,4.91,369.1,9.82,1.96,5.89,26.5,0,7.85,7.85,0.98,8.83,174.74,0,5.89,25.52,723.48,6.87,96.2,21.6,0,2.94,69.7,0,0,3.93,2.94,0,111.91,3.93,5.89,50.06,2.94,1.96
 84-94,0,0,3.19,2.12,54.16,0,303.74,5.31,7.43,4.25,254.89,26.55,4.25,0,40.36,5.31,18.05,7.43,0,22.3,134.88,2.12,9.56,16.99,404.64,5.31,106.2,28.68,0,3.19,165.68,0,0,3.19,3.19,0,86.03,12.74,3.19,54.16,2.12,0
 96-106,0,0,4.37,0,50.27,5.46,224.03,4.37,4.37,5.46,338.78,29.51,0,10.93,44.81,5.46,17.49,10.93,2.19,12.02,102.73,0,2.19,5.46,325.67,6.56,142.07,32.79,0,2.19,121.31,0,0,1.09,0,0,37.16,16.39,12.02,50.27,4.37,2.19
108-118,0,0,6.13,1.53,45.96,1.53,170.04,4.6,9.19,4.6,245.87,26.04,0,2.3,36.77,5.36,28.34,9.19,2.3,15.32,71.23,1.53,2.3,9.96,350.81,6.13,92.68,25.28,0,1.53,95.75,0,0,6.13,3.83,0,18.38,19.15,8.43,41.36,0,1.53
120,0,0,0,0,43.12,7.84,139.14,5.88,7.84,0,293.97,23.52,0,5.88,66.63,0,11.76,1.96,3.92,7.84,74.47,1.96,0,11.76,403.72,7.84,41.16,15.68,0,1.96,70.55,0,0,1.96,0,0,31.36,13.72,3.92,37.24,1.96,0
