stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,448.05,7537.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.05,0,0,0,0,0,0,0,0,0,0,0
  5-6,668.13,7570.1,0,36.78,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,343.26,24.52,0,0,134.85,232.93,0,0,0,0,0,0,0,0,0,0,0
  7-9,118.29,162.98,0,315.45,0,0,0,383.79,0,0,0,0,0,141.95,0,0,0,0,0,0,0,0,0,0,0,4687,189.27,0,0,2518.31,21.03,31.54,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,166.79,0,220.29,0,34.62,0,298.96,0,0,0,0,0,34.62,0,0,0,0,0,3.15,0,0,0,0,3.15,3748.04,141.61,0,0,1774.89,15.73,9.44,9.44,163.64,0,3.15,12.59,0,0,0,0,0
 14-21,0,0,0,25,204,97,0,112,0,0,0,14,7,0,3,0,11,1,1,0,1,90,1,0,112,1366,17,8,11,50,9,3,206,10,1,171,379,0,0,10,0,1
 24-34,0,0,1.64,4.93,96.86,28.73,0,302.9,0,4.93,4.1,50.89,2.46,0,4.93,2.46,11.49,1.64,6.57,1.64,2.46,208.5,3.28,1.64,98.5,2799.12,5.75,50.07,18.06,0,56.64,0,0.82,2.46,3.28,37.76,622.21,0,0,90.29,0,1.64
 36-46,0,0,1.61,0,37.06,5.64,0,576.05,0,2.42,4.03,99.1,2.42,0,4.03,3.22,1.61,0.81,6.45,0.81,0,173.22,0.81,4.03,64.45,2593.45,3.22,33.03,8.86,0,54.79,0,0.81,2.42,2.42,0,728.33,0,0,57.2,0,1.61
 48-58,0.57,0,0,0,17.79,2.87,0,555.44,0.57,0.57,5.74,110.74,0.57,0.57,4.59,2.3,4.59,0.57,2.3,0.57,1.15,121.65,1.72,2.87,36.15,1048.92,1.15,20.08,1.15,0,30.99,0,0,1.15,0.57,0,301.25,0,0.57,20.66,0,0.57
 60-70,0,0,0.98,0,19.63,4.91,0,660.56,0.98,2.94,4.91,128.58,0.98,0,3.93,4.91,1.96,0,3.93,0.98,0.98,118.76,1.96,3.93,28.46,556.52,0.98,10.8,4.91,0,32.39,0,0,0,0.98,0,109.93,0,0,17.67,0.98,0
 72-82,0,0,0.98,0,16.69,16.69,0,372.05,0,0.98,5.89,85.4,2.94,0.98,2.94,8.83,6.87,0,5.89,0,0,97.18,2.94,0.98,27.49,351.43,0,17.67,2.94,0,9.82,0,0,0.98,0.98,0,31.41,4.91,0.98,22.58,1.96,0.98
 84-94,0,0,1.06,0,33.99,22.3,0,306.93,0,3.19,7.43,81.78,4.25,0,3.19,13.81,11.68,3.19,5.31,0,2.12,81.78,1.06,1.06,23.36,217.72,2.12,14.87,6.37,0,53.1,0,0,2.12,0,0,33.99,8.5,3.19,31.86,0,1.06
 96-106,0,0,2.19,0,19.67,18.58,0,204.36,0,1.09,9.84,61.2,9.84,0,3.28,21.86,21.86,0,5.46,0,0,54.64,0,4.37,16.39,163.93,0,25.14,6.56,0,40.44,0,0,0,0,0,14.21,7.65,1.09,21.86,2.19,1.09
108-118,0,0,0,0,26.81,18.38,2.3,155.49,0.77,3.83,5.36,53.62,9.96,0,1.53,16.09,12.26,3.06,1.53,0,0,54.38,1.53,2.3,15.32,193.79,0,20.68,3.83,0,27.57,0,0,1.53,0.77,0,3.06,4.6,0,14.55,1.53,3.83
120,0,0,0,0,31.36,29.4,0,146.98,0,1.96,3.92,47.03,7.84,0,0,25.48,5.88,0,1.96,0,0,31.36,0,1.96,5.88,186.18,0,13.72,3.92,0,21.56,0,0,1.96,1.96,0,7.84,1.96,0,19.6,0,0
