stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1871.27,33392.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449.57,0,0,0,0,0,0,0,0,0,0,0
  5-6,2580.58,31837.32,0,55.17,0,0,0,0,0,0,0,0,0,110.33,0,0,0,0,0,0,0,0,0,0,0,925.57,79.69,0,0,281.96,0,845.89,0,0,0,0,0,0,0,0,0,0,0
  7-9,573.06,720.27,0,1075.14,0,7.89,0,2418.42,0,0,0,0,0,859.59,0,0,0,0,0,0,0,0,0,0,0,19891.47,743.93,0,0,7271.02,0,99.89,92,0,10.51,0,0,0,0,0,0,0,0
 10-12,9.44,755.27,0,1233.61,0,129.03,0,2099.03,0,0,0,0,0,544.43,0,0,0,0,0,6.29,0,0,0,0,3.15,20719.65,761.57,0,0,7722.66,0,50.35,69.23,40.91,918.92,0,81.82,34.62,0,0,0,0,0
 14-21,3,7,17,193,4386,1111,0,1788,0,29,0,245,109,244,37,44,146,7,14,37,66,1260,27,0,1098,14558,744,73,287,477,0,998,25,2462,236,528,4479,4601,0,0,146,0,69
 24-34,1.64,0.82,20.52,115.74,2275.41,1026.89,0,2941.13,227.38,158.43,40.22,380.06,55,76.34,60.74,131.34,233.94,45.15,109.17,91.94,164.99,2277.05,97.68,8.21,1085.17,18420.83,339.83,247.08,265.96,1.64,4.93,1965.13,2.46,21.34,151.04,279.91,1097.48,4265.17,0,0,616.46,0,244.62
 36-46,0.81,0,15.31,16.11,1255.23,604.25,0,4629.38,497.1,195.78,115.21,725.1,50.76,20.95,61.23,180.47,111.99,58.81,86.21,82.98,162.75,2440.37,73.32,51.56,796,18092.91,287.62,197.39,182.89,0.81,6.45,2143.08,5.64,14.5,103.93,213.5,41.09,4150.81,0,4.03,385.11,0.81,263.45
 48-58,2.87,0.57,11.48,10.9,1153.35,921.53,0,6617.69,479.7,274.85,150.34,1247.45,77.46,41.89,65.41,180.75,76.89,88.94,78.04,82.63,123.94,3048.63,69.43,108.45,696.03,15075.58,200.83,127.38,175.58,1.15,11.48,1812.65,1.15,2.3,60.82,173.86,1.15,3224.21,0,10.33,328.22,2.87,329.94
 60-70,2.94,0,16.69,2.94,1264.2,990.36,3.93,8298.77,371.02,287.59,178.64,1351.56,174.71,20.61,60.85,244.4,98.15,144.28,90.3,115.82,87.36,3782.79,67.73,170.78,522.17,13546.97,146.25,113.86,165.88,1.96,29.45,1772.63,0.98,1.96,73.61,115.82,0,1885.5,18.65,71.65,323.9,39.26,332.74
 72-82,0,0,60.86,4.91,1444.02,938.47,70.68,6874.58,273.88,276.83,292.54,1648.21,389.72,15.71,80.5,399.54,181.61,149.21,130.56,207.13,67.73,4782.66,111.91,175.72,595.87,11246.9,109.95,204.19,250.32,1.96,42.21,1763.06,0.98,0.98,108.96,68.72,0,1110.26,76.57,132.52,529.12,131.54,312.17
 84-94,2.12,0,66.91,13.81,2537.21,789.09,146.56,5408.96,429.06,516.15,213.47,1265.95,720.06,22.3,72.22,485.35,307.99,186.92,169.93,572.44,122.13,4056.98,140.19,216.66,538.45,7043.43,159.31,230.46,312.24,1.06,38.23,5014.94,1.06,0,235.77,125.32,0,795.47,221.97,139.13,526.77,151.87,229.4
 96-106,2.19,0,68.85,19.67,3205.32,1010.88,309.28,4271.94,697.24,557.35,215.29,1472.06,971.54,2.19,114.75,624.02,344.25,161.74,242.61,887.39,79.78,3833.71,205.46,157.37,543.14,6265.29,132.23,340.97,369.38,1.09,79.78,4986.66,6.56,0,222.94,128.96,0,401.07,278.68,134.42,656.8,180.32,263.38
108-118,3.83,0,55.15,30.64,3248.45,766.73,612.77,3670.49,546.13,760.6,204.51,1368.78,1050.14,0.77,62.81,540,351.58,223.66,184.6,1606.99,110.3,4008.28,171.58,148.6,605.11,8368.91,162.38,252.77,337.79,0,78.13,4981.06,2.3,0,212.94,114.13,0,308.68,293.36,109.53,542.3,129.45,259.66
120,7.84,0,50.95,9.8,2688.83,1056.32,288.09,3335.56,352.76,566.38,248.89,1528.63,774.12,1.96,90.15,840.75,209.7,146.98,131.31,930.9,45.08,4231.18,119.55,195.98,756.48,8922.9,295.93,178.34,337.08,3.92,86.23,2831.89,3.92,1.96,148.94,45.08,0,292.01,117.59,117.59,689.84,186.18,113.67
