stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,288.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,7.89,0,5.26,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,176.12,10.51,0,0,57.83,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,37.76,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.79,25.18,0,0,44.06,0,0,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,1,23,8,0,8,0,0,0,4,3,0,1,0,2,0,0,0,0,13,0,0,8,72,2,0,2,1,0,1,7,2,1,19,19,0,0,1,0,0
 24-34,0,0,0,0.82,4.1,0,0,9.85,0,0.82,0,0,0,0,2.46,0,0,0,3.28,0.82,0,20.52,0,0.82,8.21,41.86,0,1.64,0,0.82,0,2.46,0,0,0,1.64,6.57,0,0,8.21,0,0
 36-46,0,0,0,0.81,3.22,0,0,12.89,0,0,0,0,0,0,1.61,0,0,0,0,0,0,29.81,0,0.81,3.22,37.87,0,1.61,0,0,0,1.61,0,0,0,0,2.42,0,1.61,4.83,0,0.81
 48-58,0,0,0,0,2.3,0,0,9.75,0,0,0,2.87,0,0,0.57,0,0.57,0,1.72,0,0,28.12,0.57,2.3,1.15,16.07,0,0.57,0,0,0,1.72,0,1.72,0,0,0.57,0,0,6.31,0,0
 60-70,0,0,0,0,0.98,0,0,13.74,0.98,0,0,0.98,0.98,0,0.98,1.96,0.98,0,4.91,0,0,36.32,0.98,0.98,9.82,20.61,0,0,0,0,0.98,0,0,0.98,0,0,1.96,0,1.96,5.89,0,0
 72-82,0,0,0,0,3.93,0,0,9.82,0,0.98,1.96,0.98,0.98,0.98,3.93,3.93,1.96,0,1.96,0,0,73.62,2.94,2.94,2.94,13.74,0,1.96,2.94,0,0.98,2.94,0,0.98,0,0,1.96,0.98,5.89,19.63,2.94,0
 84-94,1.06,0,1.06,0,5.31,0,0,6.37,0,1.06,0,1.06,2.12,1.06,2.12,7.43,2.12,0,3.19,1.06,0,44.61,1.06,6.37,3.19,5.31,0,0,6.37,0,0,9.56,0,0,0,0,0,0,0,11.68,1.06,0
 96-106,0,0,0,0,8.74,1.09,0,6.56,2.19,1.09,2.19,4.37,5.46,0,3.28,4.37,2.19,0,5.46,0,0,55.74,2.19,3.28,7.65,8.74,0,1.09,0,0,5.46,6.56,0,0,0,0,0,0,2.19,15.3,1.09,1.09
108-118,0,0,0,0,13.02,0,0.77,3.06,1.53,2.3,2.3,0.77,0.77,0,1.53,6.13,6.89,0.77,3.83,0,0,46.72,3.06,0.77,5.36,9.96,0.77,0.77,0.77,0,0.77,6.89,0,1.53,0,0,0,1.53,0,9.19,2.3,0
120,0,0,0,0,7.84,0,0,3.92,0,0,0,0,1.96,0,1.96,15.68,3.92,1.96,1.96,0,1.96,31.36,0,3.92,1.96,5.88,0,3.92,3.92,0,1.96,11.76,0,1.96,0,0,0,0,3.92,5.88,1.96,0
