stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1357.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,729.43,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,13.14,0,18.4,0,2.63,0,105.15,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,507.34,15.77,0,0,128.81,0,2.63,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,15.73,0,0,0,81.82,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,547.57,28.32,0,0,182.52,0,0,3.15,0,28.32,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,20,6,0,17,0,0,0,3,1,0,0,0,1,0,0,0,14,0,0,13,155,4,0,3,2,0,5,0,10,5,0,25,60,0,0,0,0,0
 24-34,0,0,0,0.82,14.78,4.93,0,44.33,0,0.82,1.64,2.46,1.64,0.82,0.82,0,2.46,0.82,0,2.46,30.37,0,0,10.67,396.47,4.1,4.93,3.28,0,0,25.45,0,0,0,0,8.21,77.16,0,0,6.57,0,0.82
 36-46,0,0,0,0,5.64,2.42,0,69.29,0,0.81,0.81,20.95,4.03,0,0.81,0,0.81,0.81,1.61,0.81,37.87,0,0.81,14.5,379.47,1.61,0,3.22,0,0,29,0,0,0.81,0,0,98.29,0,0,1.61,0,0.81
 48-58,0,0,0,0,7.46,1.72,0,92.38,0.57,1.72,1.72,26.4,1.15,0,0.57,0,0.57,0.57,2.3,1.15,37.87,0,2.87,8.61,229.52,1.15,1.15,2.3,0,0,4.59,0,0,1.15,0,0,52.22,0,0,6.31,0,1.72
 60-70,0,0,0,0.98,6.87,3.93,0,79.5,1.96,4.91,1.96,31.41,0.98,0,0,1.96,0,1.96,0,1.96,34.35,0,4.91,5.89,123.67,2.94,1.96,3.93,0,0,15.7,0,0,0.98,0,0,18.65,0,0.98,3.93,0,0
 72-82,0,0,0,0,13.74,6.87,0,63.81,0,0.98,4.91,32.39,3.93,0,0,2.94,0,0,0,0,70.68,1.96,4.91,4.91,131.54,0,3.93,0,0,0.98,6.87,0,0,0.98,0,0,8.83,0,4.91,14.72,1.96,0.98
 84-94,0,0,0,0,19.12,6.37,0,33.99,0,0,2.12,21.24,1.06,1.06,0,5.31,3.19,0,1.06,0,44.61,1.06,4.25,5.31,49.92,1.06,0,1.06,0,0,30.8,0,0,1.06,0,0,4.25,1.06,1.06,8.5,2.12,0
 96-106,0,0,2.19,0,13.11,6.56,0,29.51,1.09,4.37,3.28,17.49,4.37,0,1.09,6.56,1.09,1.09,1.09,1.09,30.6,0,3.28,7.65,50.27,2.19,0,3.28,0,0,38.25,1.09,0,1.09,0,0,2.19,0,1.09,9.84,4.37,0
108-118,0,0,0,0,16.85,3.83,4.6,31.4,0,3.06,1.53,19.15,2.3,0,2.3,8.43,1.53,3.83,0.77,3.06,25.28,0.77,0.77,4.6,59.75,0.77,3.06,2.3,0,0,19.92,0,0,1.53,0.77,0,1.53,2.3,0.77,5.36,0,1.53
120,0,0,0,0,23.52,5.88,3.92,23.52,0,3.92,0,11.76,1.96,0,0,9.8,3.92,1.96,1.96,0,43.12,0,7.84,3.92,76.43,3.92,3.92,0,0,0,11.76,0,0,0,1.96,0,3.92,1.96,0,9.8,0,0
