stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,329.45,3650.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,153.24,1894.06,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,36.78,6.13,0,0,30.65,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,7.89,0,18.4,0,0,0,34.17,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,318.07,34.17,0,0,147.21,2.63,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,18.88,0,3.15,0,18.88,0,0,0,0,0,31.47,0,0,0,0,0,3.15,0,0,0,0,0,232.88,22.03,0,0,66.09,6.29,6.29,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,13,4,0,2,0,1,0,0,2,2,0,0,0,0,0,0,1,10,1,0,5,44,2,1,0,1,3,0,3,2,0,4,19,0,0,0,0,0
 24-34,0,0,0,0,9.03,2.46,0,18.06,0,0,0,1.64,0,0,0,0.82,0.82,0,0,0.82,0.82,4.1,0,0,5.75,92.76,2.46,4.1,0.82,0,20.52,0,0,0.82,0,2.46,26.27,0,0,7.39,0,0.82
 36-46,0,0,0.81,0,4.83,1.61,0,12.89,0,1.61,0.81,0.81,0,0,0,0.81,0,0,0,0,0.81,12.09,0,0,4.83,75.73,0.81,2.42,0.81,0,14.5,0,0,0.81,0,0,16.11,0,0,0.81,0,0
 48-58,0,0,0,0,4.02,0,0,39.59,0.57,1.72,0.57,4.02,0,0,1.15,0,0.57,0.57,2.87,0,1.15,14.92,1.72,1.15,2.87,80.91,1.72,1.72,1.15,0,7.46,0,0,0.57,0,0,18.36,0,0,1.15,0,1.15
 60-70,0,0,0,0,4.91,0,0,64.78,0,1.96,2.94,4.91,0,0,0,0.98,0,0.98,0.98,0.98,1.96,14.72,0.98,0,3.93,84.41,1.96,1.96,0,0,10.8,0,0,1.96,0.98,0,8.83,0,0,1.96,0,0.98
 72-82,0,0,0,0,3.93,3.93,1.96,66.75,0.98,2.94,0.98,6.87,0.98,0,0.98,1.96,0.98,0.98,2.94,0.98,0,30.43,0.98,1.96,4.91,79.51,0.98,1.96,5.89,0,13.74,0,0,0.98,0,0,6.87,0.98,0,5.89,0.98,0.98
 84-94,0,0,0,0,9.56,6.37,9.56,38.23,0,4.25,1.06,10.62,4.25,0,1.06,2.12,3.19,0,0,0,0,32.92,0,1.06,0,39.3,1.06,1.06,0,0,27.61,0,0,1.06,0,0,5.31,1.06,0,3.19,1.06,2.12
 96-106,0,0,2.19,0,14.21,4.37,16.39,34.97,1.09,1.09,0,12.02,3.28,0,0,5.46,2.19,1.09,0,0,1.09,14.21,2.19,0,2.19,31.69,0,0,4.37,0,20.76,0,0,0,0,0,1.09,1.09,0,3.28,2.19,0
108-118,0,0,0,0,8.43,4.6,39.83,26.81,0,1.53,0,6.13,3.06,0,0,5.36,2.3,2.3,0,1.53,0.77,16.85,2.3,0.77,0.77,36,0.77,2.3,3.06,0,14.55,0,0,1.53,0.77,0,0.77,0,0,4.6,0.77,0.77
120,0,0,1.96,0,19.6,5.88,19.6,13.72,0,0,0,1.96,5.88,0,0,5.88,5.88,0,3.92,0,1.96,11.76,0,0,0,47.03,3.92,3.92,0,0,21.56,0,0,0,0,0,1.96,1.96,1.96,9.8,1.96,0
